,risk gene,clearance gene,correlation,t
12830402,YIPF1,UBXN7,0.796667059339385,314
4595062,OGT,IFITM1,0.796667089037318,367
12908523,IPO13,MED7,0.796667480135883,288
12908524,ZFP62,MED7,0.796668672178094,333
12830403,ADRA2A,UBXN7,0.796669005971517,362
12830404,OIP5_AS1,UBXN7,0.79666904892055,346
4595063,PCGF6,IFITM1,0.79666917043546,459
12830405,ADAT1,UBXN7,0.7966698513077,333
12830406,MCHR1,UBXN7,0.796669853044978,325
12830407,MPDZ,UBXN7,0.79666986581393,295
4595064,RAB24,IFITM1,0.796669965638155,414
7626473,FAM135A,NEU4,0.796670112547841,276
12674361,VGF,SMAD6,0.796670158338248,308
4595065,PRKCB,IFITM1,0.796670361915928,469
10943926,ATF7IP2,CKS2,0.796670751479028,417
10943927,CYP46A1,CKS2,0.796670814627913,422
17071707,IDH3B,KEAP1,0.796670854856991,315
12830408,NKX6_3,UBXN7,0.796671080055376,363
12908525,C5orf49,MED7,0.796671380005543,300
10943928,ATG9A,CKS2,0.796671467765393,400
10943929,CCT3,CKS2,0.796671621672115,402
7626474,ARMC9,NEU4,0.796671636515133,262
12908526,KCNE4,MED7,0.796672301388046,270
12830409,KIAA0100,UBXN7,0.796673493829325,328
12830410,KDM4D,UBXN7,0.796673852179205,333
4595066,MTHFR,IFITM1,0.796673858963503,415
17071708,ROBO3,KEAP1,0.796674439714486,272
17071709,ZNF625,KEAP1,0.796674513470916,355
12830411,MKKS,UBXN7,0.796674561471393,348
12908527,NACA,MED7,0.79667484466237,303
12674362,ATIC,SMAD6,0.796675188912388,325
4595067,LRRC14,IFITM1,0.796676119264367,410
12908528,KCNH8,MED7,0.796676399547047,309
7626475,CCDC88B,NEU4,0.796676438901884,290
12830412,TIAM2,UBXN7,0.79667700670544,344
10943930,FAM184A,CKS2,0.796677808998888,370
7626476,IGDCC3,NEU4,0.796678336374816,276
4595068,RPL7L1,IFITM1,0.796679089889928,386
4595069,NOXA1,IFITM1,0.796679324009216,391
12908529,GEMIN6,MED7,0.796679473793154,311
17071710,TOR3A,KEAP1,0.796679481032147,283
4595070,ST6GALNAC4,IFITM1,0.796679818865285,394
10943931,RABL2A,CKS2,0.79667996907939,422
4595071,KIAA0100,IFITM1,0.796680808502278,400
12908530,CDKN2A,MED7,0.796680960876775,309
12830413,RSPH3,UBXN7,0.79668163150768,329
952354,CNOT6,DRAM2,0.796682325142747,349
12830414,RIMS4,UBXN7,0.796682374514511,349
12830415,PPP1R9A,UBXN7,0.796682524064195,373
12908531,SERPINB2,MED7,0.796682576340827,303
10943932,ENSA,CKS2,0.796683029073555,369
17071711,KDM6A,KEAP1,0.796683038483174,320
2019124,CTRB1,NKG7,0.796683293911172,243
10943933,TRIM3,CKS2,0.796683553572334,424
12908532,CLIC1,MED7,0.796683864792589,336
2630639,SYT17,PLA2G5,0.796684249292298,375
17071712,GMPS,KEAP1,0.796684448086742,369
12674363,GRIN3A,SMAD6,0.796684789005427,301
12830416,OR14I1,UBXN7,0.796684857132095,333
12830417,RPL15,UBXN7,0.796684962585648,351
4595072,TTLL12,IFITM1,0.796685294812524,453
12830418,FBLN7,UBXN7,0.796685332533742,365
4595073,ZYG11B,IFITM1,0.796685439662574,362
952355,DRAM1,DRAM2,0.796685454727242,386
2630640,SCPEP1,PLA2G5,0.796685844390266,366
12908533,CD40,MED7,0.796686905261653,260
10943934,TTC31,CKS2,0.796687795883215,514
12908534,ZNF620,MED7,0.79668804550465,293
12908535,LRRC39,MED7,0.796688130806926,289
12830419,NCKIPSD,UBXN7,0.796688678396198,342
12830420,CASP5,UBXN7,0.796688797396663,290
12830421,FBXO45,UBXN7,0.796689001089668,343
12830422,BCL2L2,UBXN7,0.79668912328848,337
4595074,TAS2R20,IFITM1,0.79668934544952,472
2019125,CEND1,NKG7,0.796689813447564,266
12830423,ATG4B,UBXN7,0.796689957440077,366
12830424,PSPC1,UBXN7,0.796690318996431,350
10774905,UBE2V2,DCUN1D4,0.796690479200901,289
17071713,EMX2,KEAP1,0.796690497814297,262
17071714,TLK2,KEAP1,0.796690839164598,285
17071715,IL15,KEAP1,0.796691088301773,310
12908536,GPC5,MED7,0.796691155462389,262
12674364,DCAF15,SMAD6,0.796691216340861,289
4595075,TK1,IFITM1,0.796692843558811,426
10943935,CDC34,CKS2,0.796693050896533,396
12674365,TRIM14,SMAD6,0.79669313766194,270
12908537,RDH11,MED7,0.796693259000826,306
10943936,KLHDC2,CKS2,0.796693482162261,395
17071716,UBXN1,KEAP1,0.796693698789279,319
4595076,IL17RE,IFITM1,0.796695069269076,489
12830425,C1orf115,UBXN7,0.796695264377633,297
12830426,FBXO9,UBXN7,0.796695877066274,384
12830427,TARS2,UBXN7,0.796697140839726,320
12830428,KCNV1,UBXN7,0.796698147413025,314
12674366,ARHGAP6,SMAD6,0.796698395384313,287
12674367,CCDC110,SMAD6,0.796698753196407,372
12830429,TRIM45,UBXN7,0.796698778660899,295
12908538,SCCPDH,MED7,0.796699816303318,279
4595077,FAM50A,IFITM1,0.796700369310657,437
12830430,MAPK13,UBXN7,0.796700515363786,323
12830431,MGLL,UBXN7,0.79670146833657,329
12830432,KIAA1522,UBXN7,0.796701723553871,294
10943937,LINC00294,CKS2,0.796701725965266,394
17071717,FDPS,KEAP1,0.796701879795011,299
17071718,SNRPC,KEAP1,0.796702746458256,291
12830433,PSMD6,UBXN7,0.796702773387421,361
12830434,EFCAB7,UBXN7,0.796703037985544,360
2019126,FOXH1,NKG7,0.796703983979672,253
12830435,FGF17,UBXN7,0.796705037047283,334
10943938,COQ6,CKS2,0.796705279773667,407
4595078,SMYD4,IFITM1,0.796706310147007,428
12830436,GUCA1B,UBXN7,0.796706628024923,328
17071719,CGRRF1,KEAP1,0.79670726670143,327
4595079,RAB6B,IFITM1,0.796708144894841,398
10943939,CHRM1,CKS2,0.79670845425188,432
12830437,SYNE1,UBXN7,0.796708487173206,348
10943940,TRIM68,CKS2,0.796708923985091,395
10943941,RHEBL1,CKS2,0.796709859934065,381
17071720,SAMD14,KEAP1,0.796710019815547,232
12830438,CCT3,UBXN7,0.796710097383387,331
4595080,ATG9A,IFITM1,0.796710324513449,399
4595081,PRSS2,IFITM1,0.796710822855629,345
4595082,RND1,IFITM1,0.796711443754183,370
17071721,ZCCHC24,KEAP1,0.7967122385412,332
4595083,TMEM155,IFITM1,0.796712478492813,404
12830439,PPEF1,UBXN7,0.796713787985523,319
12830440,CCKBR,UBXN7,0.796714826331734,309
2019127,TARS,NKG7,0.796715118864703,276
4595084,CYP4Z1,IFITM1,0.796715148235492,367
12830441,PPP1R3F,UBXN7,0.796715225234433,342
12830442,SHPRH,UBXN7,0.796715422620163,339
4595085,TAF4,IFITM1,0.796715424629795,419
4595086,MYRIP,IFITM1,0.796716099009808,381
17071722,RASD2,KEAP1,0.796716345155873,316
12830443,COL10A1,UBXN7,0.796717109601475,275
10943942,FHL3,CKS2,0.796717223176396,398
10943943,PSMD11,CKS2,0.796717925369998,406
4595087,CREB1,IFITM1,0.796718037090775,373
4595088,GHRLOS,IFITM1,0.796718428729874,429
17071723,RASGEF1B,KEAP1,0.796718755443294,270
12830444,CRELD1,UBXN7,0.796718921445301,335
17071724,MORN1,KEAP1,0.796719981442653,308
12830445,ARNTL,UBXN7,0.796720222960666,330
12830446,IFFO2,UBXN7,0.796720558711006,342
4595089,SPATA7,IFITM1,0.79672158686228,375
17071725,ZBTB41,KEAP1,0.796721831745903,303
952356,DIRC1,DRAM2,0.796721970201202,359
17071726,RSPH9,KEAP1,0.796722010968046,259
17071727,ZNF502,KEAP1,0.796722329762213,309
12830447,NUDCD1,UBXN7,0.796723139226254,332
4595090,COQ4,IFITM1,0.796723454084965,356
12830448,EIF4E1B,UBXN7,0.796723630175415,346
10943944,VPS33B,CKS2,0.796724065240873,411
12908539,ADH5,MED7,0.796724429616961,265
4595091,MED15,IFITM1,0.79672452622628,387
12908540,SLC25A18,MED7,0.796724854139046,256
10943945,HECW1,CKS2,0.796726465617988,402
12830449,ZBTB11,UBXN7,0.796726856413236,343
12830450,KBTBD7,UBXN7,0.796727208375113,329
4595092,CHRD,IFITM1,0.796727649694166,409
4595093,RAPGEF4,IFITM1,0.796727930288054,384
2019128,IL10RA,NKG7,0.796727996923616,266
12908541,RNASEH2C,MED7,0.796728047272379,266
10943946,GNB1L,CKS2,0.79672883953071,428
17071728,HNRNPM,KEAP1,0.796729340771907,339
10943947,ST6GALNAC6,CKS2,0.796730868307824,403
17071729,EPRS,KEAP1,0.796730916269362,336
10943948,CDC6,CKS2,0.796731979102805,429
17071730,TRIM72,KEAP1,0.796732030524587,296
4595094,DOC2A,IFITM1,0.796732095649116,382
17071731,C1orf131,KEAP1,0.79673227271806,324
952357,CCT6B,DRAM2,0.79673253297208,347
2019129,KRTAP10_10,NKG7,0.796732659462389,263
12830451,LRRC20,UBXN7,0.796732909967919,335
12908542,ITPRIPL2,MED7,0.796733448594108,254
4595095,RMND5B,IFITM1,0.796733654587345,374
10943949,HSPB3,CKS2,0.796733761500262,389
2019130,CDKN2AIP,NKG7,0.796734267392981,246
12908543,SCN9A,MED7,0.796735093520872,255
10943950,SNCA,CKS2,0.796735597796552,373
17071732,COG3,KEAP1,0.796736624368486,287
4595096,PDP1,IFITM1,0.796736691557008,395
7626477,GPR61,NEU4,0.796736834131182,273
10943951,RTN3,CKS2,0.79673684262543,427
4595097,ADAP1,IFITM1,0.796737623228263,390
12830452,TRO,UBXN7,0.796738189190824,323
10943952,LY86_AS1,CKS2,0.796738797640246,382
17071733,SYNJ2BP,KEAP1,0.796738968799218,247
10943953,ACOT4,CKS2,0.796739714499404,382
4595098,DAGLB,IFITM1,0.796741404942899,349
10943954,ADSL,CKS2,0.796741840033481,387
4595099,NMT1,IFITM1,0.796741912519614,380
17071734,MUM1L1,KEAP1,0.796742191194392,269
12830453,TBL3,UBXN7,0.796742479953117,325
12830454,CXXC5,UBXN7,0.796743099107042,316
12830455,NUAK1,UBXN7,0.796743200067048,329
12908544,LOH12CR2,MED7,0.796743914088795,261
17071735,TUBB,KEAP1,0.796744319886217,252
4595100,RNF34,IFITM1,0.796744527971498,424
10774906,PPM1J,DCUN1D4,0.796744772440704,285
4595101,NR1D1,IFITM1,0.796745197431465,409
4595102,CLK2,IFITM1,0.796745511630273,429
4595103,ADAM19,IFITM1,0.796745790615062,357
4595104,DECR2,IFITM1,0.796745922300542,379
12830456,WIPF2,UBXN7,0.796746329665351,326
17071736,PSMF1,KEAP1,0.796746413183504,294
17071737,GCLC,KEAP1,0.796746748748182,329
10943955,WSB2,CKS2,0.796747372727172,391
17071738,CCDC117,KEAP1,0.796748247112829,255
12830457,PDCD2L,UBXN7,0.796748315329365,320
12908545,LIMK2,MED7,0.796748716774056,258
10943956,SETD2,CKS2,0.796749149563445,422
12830458,CTNND2,UBXN7,0.796749907077729,315
12830459,RAD23A,UBXN7,0.79675001635264,313
4595105,FMN2,IFITM1,0.796750225910387,421
4595106,SYNGR1,IFITM1,0.796751370151388,390
17071739,L3MBTL3,KEAP1,0.796751437941849,268
4595107,OXCT1,IFITM1,0.796751454926128,351
15809777,AGAP1,UBE2D3,0.796752190880232,359
17071740,SUV39H1,KEAP1,0.79675257251814,300
12830460,TOLLIP,UBXN7,0.79675339414348,317
12830461,ATXN7L3,UBXN7,0.796753609430764,331
4595108,TRIM41,IFITM1,0.796753877738418,416
4595109,DDB2,IFITM1,0.796754390661998,394
12908546,COL9A1,MED7,0.796754438469554,256
2019131,BUB3,NKG7,0.79675617966123,244
4595110,GPATCH1,IFITM1,0.796756802825224,387
12908547,DCN,MED7,0.796757232560995,258
17071741,RPS5,KEAP1,0.796757734699521,320
12830462,ID2,UBXN7,0.796757826997218,321
2630641,KLHL5,PLA2G5,0.796758636626544,440
12830463,ERCC2,UBXN7,0.796759250398125,323
4595111,AMY2A,IFITM1,0.79675960364994,374
10943957,PHACTR3,CKS2,0.796760349597584,391
10943958,ANKRD46,CKS2,0.796760446901463,400
10943959,MAN1C1,CKS2,0.796761740962605,390
12830464,PNMA1,UBXN7,0.796761978577982,321
12830465,FTSJ1,UBXN7,0.796762231123679,323
12830466,RNF44,UBXN7,0.796762641677704,330
4595112,CKAP5,IFITM1,0.796763057419306,396
10943960,AKAP5,CKS2,0.796763112962746,396
12830467,COX15,UBXN7,0.796763186262053,324
12830468,CYP26B1,UBXN7,0.796763354317058,287
10943961,NBEA,CKS2,0.796763533680403,434
10943962,OLA1,CKS2,0.796764370561471,398
4595113,CCDC22,IFITM1,0.796764510899251,379
12830469,NPLOC4,UBXN7,0.796766133926155,339
12830470,LINC00294,UBXN7,0.79676634357344,325
4595114,NDST2,IFITM1,0.796766787021085,363
4595115,R3HDM2,IFITM1,0.796767241491607,381
17071742,THNSL2,KEAP1,0.796767701332102,284
10943963,DGCR9,CKS2,0.796768679930279,417
12830471,LOC728739,UBXN7,0.796768981561484,329
4595116,THRB,IFITM1,0.79677138154727,361
17071743,MEAF6,KEAP1,0.796772445283822,262
12830472,ACBD6,UBXN7,0.796772822402588,333
12830473,FBRSL1,UBXN7,0.796773315015705,315
10943964,RAB27B,CKS2,0.796773510562066,398
4595117,TBR1,IFITM1,0.796774360411776,392
12830474,SNCA,UBXN7,0.796774896851387,311
4595118,ABCA3,IFITM1,0.796775401532428,384
17071744,PTPRF,KEAP1,0.79677580650489,250
12830475,CAMK2N2,UBXN7,0.796776347495748,283
10943965,STK16,CKS2,0.796777587173334,376
2019132,SLC27A1,NKG7,0.796777692981832,251
10943966,RAD23A,CKS2,0.796778739263887,379
12830476,PITPNM2,UBXN7,0.796778856189806,307
4595119,YY1,IFITM1,0.796779374117363,360
12830477,COL6A2,UBXN7,0.79678128195597,318
12830478,SCG3,UBXN7,0.796782715295321,316
4595120,NDUFB5,IFITM1,0.796784412649958,397
12830479,EEF2K,UBXN7,0.796785452346693,321
4595121,SPATA2,IFITM1,0.796786334248363,391
4595122,PMS2,IFITM1,0.796786892456306,373
4595123,SLC6A8,IFITM1,0.796788187895783,465
12830480,ASPHD2,UBXN7,0.796788553628498,307
17071745,RPS12,KEAP1,0.796789069929995,313
4595124,CDKL1,IFITM1,0.796789083924923,391
17071746,LOC728392,KEAP1,0.796790697829373,256
12830481,CSTF3,UBXN7,0.79679220956518,315
12830482,ERI3,UBXN7,0.796793283332313,311
2019133,EAF2,NKG7,0.796794757433733,259
4595125,MOAP1,IFITM1,0.79679597128325,377
10943967,ZNF793,CKS2,0.796796283988002,391
7626478,NEUROD1,NEU4,0.796796522841183,257
4595126,SIRT3,IFITM1,0.796796950566322,392
12830483,METTL6,UBXN7,0.796798676805285,318
12830484,SDR16C5,UBXN7,0.796798793856825,273
12830485,COL5A3,UBXN7,0.796799112728811,305
4595127,GRIK3,IFITM1,0.796800044006305,367
17071747,WDR36,KEAP1,0.796802561633703,305
2019134,MSI1,NKG7,0.79680326083123,255
2019135,ITPRIPL1,NKG7,0.796803979022084,241
7626479,ANKRD11,NEU4,0.796805895375714,264
2019136,FBXO15,NKG7,0.796806166717119,228
10943968,TRO,CKS2,0.796807361936242,388
4595128,TNFAIP1,IFITM1,0.796807768020253,395
4595129,GCNT4,IFITM1,0.79680957827552,390
4595130,GGT7,IFITM1,0.796809918431776,387
4595131,BRD9,IFITM1,0.796810095642008,403
10943969,USP46,CKS2,0.796810103769925,365
10943970,ADAM19,CKS2,0.796810209251799,368
10943971,RAF1,CKS2,0.796810765534325,417
4595132,PIGS,IFITM1,0.796811086254833,382
2630642,SLIT1,PLA2G5,0.796811175863675,367
10943972,DPP10,CKS2,0.796811439807232,372
4595133,CRTC1,IFITM1,0.79681161061787,383
4595134,SH3BP5,IFITM1,0.796813471053888,369
4595135,LZTFL1,IFITM1,0.796813921800806,372
3059976,SOX8,MITF,0.796814522432951,321
10943973,ZBTB8A,CKS2,0.796815573828105,374
10943974,ADCY2,CKS2,0.796818495319155,396
4595136,SLC35E4,IFITM1,0.796819236094241,371
10943975,WDR26,CKS2,0.796819318111819,417
4595137,SPG7,IFITM1,0.79681950866462,365
4595138,DMPK,IFITM1,0.796821461279664,384
2019137,KRTAP4_1,NKG7,0.796822318989477,258
2019138,ZFP41,NKG7,0.796823252995747,251
2019139,ZNF565,NKG7,0.796825242645593,269
12830486,TMEM106C,UBXN7,0.796825997939272,312
10943976,PIN4,CKS2,0.796826108714276,398
4595139,NR2C2AP,IFITM1,0.796826200856694,344
10943977,ATG7,CKS2,0.796826508684989,391
4595140,RSL1D1,IFITM1,0.796829081273548,372
2630643,IPW,PLA2G5,0.79682914028329,515
7626480,EXTL3,NEU4,0.7968294669013,263
4595141,TAF6,IFITM1,0.796829946264965,389
4595142,TNPO2,IFITM1,0.796830251940815,368
10943978,PIN1P1,CKS2,0.796832891513406,386
10943979,VIP,CKS2,0.796838603727282,371
4595143,LRRC28,IFITM1,0.796839137091186,385
10943980,SCG3,CKS2,0.796839443463734,381
4595144,YAF2,IFITM1,0.796839698017927,361
12830487,OCA2,UBXN7,0.796840416881239,312
4842347,CSAD,VPS13C,0.79684043609972,291
4595145,CYP4X1,IFITM1,0.796841848826329,340
10943981,CDK5,CKS2,0.796843021585208,392
10943982,RILPL2,CKS2,0.796843034954038,381
10943983,DNAJB6,CKS2,0.79684486462071,382
10943984,KIF3B,CKS2,0.796845011450336,398
10943985,RIMS4,CKS2,0.796846552748929,428
10943986,MRPL45,CKS2,0.796848547127936,397
10943987,ANKRD12,CKS2,0.796849036104426,392
4595146,C11orf95,IFITM1,0.796849951490317,363
10943988,VDAC1,CKS2,0.796850356759669,414
4595147,ZDHHC8P1,IFITM1,0.796851377982455,328
10943989,ASXL1,CKS2,0.796853203000674,411
10943990,FTSJ1,CKS2,0.796855748965444,396
4595148,KCNJ4,IFITM1,0.796855939780504,372
4595149,PDSS2,IFITM1,0.796856593714384,392
10943991,SMAP2,CKS2,0.796858841274218,391
2019140,RASSF4,NKG7,0.796860805556733,273
7626481,ZNF362,NEU4,0.796861294700768,291
2019141,FASTK,NKG7,0.79686567615181,249
4595150,ASS1,IFITM1,0.796866237535216,345
4595151,SLC25A44,IFITM1,0.796867615412107,367
2019142,WFDC8,NKG7,0.796869247708285,254
10943992,PDCD2L,CKS2,0.796869408495904,385
10943993,TBL1XR1,CKS2,0.796869703264466,381
10943994,EIF2S1,CKS2,0.796870253449071,386
2019143,AADACL3,NKG7,0.796870445929759,258
4595152,SPIRE1,IFITM1,0.796872558186315,381
10943995,SMPDL3A,CKS2,0.796873716051406,399
7626482,SFXN3,NEU4,0.796875501389842,251
10943996,RNF11,CKS2,0.796877864176115,395
2019144,CHRNB2,NKG7,0.7968778678368,245
4595153,KCNIP3,IFITM1,0.796878649604579,375
2019145,TM9SF4,NKG7,0.796882486449759,244
2019146,EEF1A2,NKG7,0.79688324123701,260
10943997,METTL6,CKS2,0.79688476452295,387
10943998,LCN15,CKS2,0.79688498529834,387
4595154,FBXO41,IFITM1,0.796886198118652,368
10943999,TACC1,CKS2,0.796889283579152,389
4595155,CXXC1,IFITM1,0.79688976180829,395
10944000,STK32C,CKS2,0.796892327656991,400
10944001,FBXW11,CKS2,0.796893773687238,392
10944002,PITPNM2,CKS2,0.796893905721692,373
7626483,VPS52,NEU4,0.796894260200128,288
10944003,MPPED1,CKS2,0.796895855724888,394
10944004,CORO1A,CKS2,0.79689594217568,375
10944005,STMN1,CKS2,0.796897742278912,381
7626484,ZNF142,NEU4,0.796899754307072,274
4595156,CSGALNACT2,IFITM1,0.796899901512214,409
10944006,SMG1,CKS2,0.796909181433021,414
10944007,MYO5C,CKS2,0.79691034144807,421
10944008,CYP26B1,CKS2,0.796911136617229,355
10944009,AASDH,CKS2,0.796912833243849,404
2019147,KRTAP12_3,NKG7,0.796915159902578,268
2019148,TLR9,NKG7,0.796916426984944,238
4595157,DNAJC30,IFITM1,0.796917441318832,365
2630644,ACTR8,PLA2G5,0.796917636247584,448
10944010,TSPAN17,CKS2,0.79691854431493,403
2019149,ALG1,NKG7,0.796920409053925,248
10774907,POMT1,DCUN1D4,0.796922490824619,299
10944011,SERPINI1,CKS2,0.796922865881803,386
10944012,CHTF8,CKS2,0.796931419419854,404
10944013,MCM6,CKS2,0.796932871587895,371
10944014,RTN1,CKS2,0.796936831712477,380
10944015,PIGZ,CKS2,0.796937262486329,391
10944016,EXD3,CKS2,0.796937318623667,399
10944017,RCSD1,CKS2,0.79693827332746,407
10944018,QSOX2,CKS2,0.796938968230755,392
10944019,PRKAG1,CKS2,0.796940180308392,380
2019150,C3AR1,NKG7,0.796944394045724,243
2019151,UBA3,NKG7,0.796945965614053,262
10944020,PRPS1L1,CKS2,0.796948600006637,411
10944021,TUBA1B,CKS2,0.796951319544512,386
2019152,PRKRIP1,NKG7,0.79695209663355,228
2019153,TBL1Y,NKG7,0.796956944750179,262
10944022,ZNF839,CKS2,0.796960942294679,399
2019154,RUNDC3B,NKG7,0.796961130470384,264
10944023,CHRM2,CKS2,0.796966225592306,390
3059977,RPL8,MITF,0.796967942643169,264
2019155,RFX5,NKG7,0.79696866406914,271
10944024,ZDHHC7,CKS2,0.796972631460744,373
2630645,SLC20A2,PLA2G5,0.796972651225733,523
7626485,MAP3K4,NEU4,0.796981007981037,244
2019156,DNER,NKG7,0.796982169926954,247
2019157,TRIM46,NKG7,0.796983336838568,243
10944025,CACNG3,CKS2,0.796988833575722,385
10944026,C1orf115,CKS2,0.796990654015564,363
2019158,USP3,NKG7,0.796996861645976,259
10944027,TUBB2A,CKS2,0.79700193360472,390
10944028,FBXO17,CKS2,0.797007396899604,346
10944029,TRIM45,CKS2,0.797008877163247,359
2019159,APOL1,NKG7,0.797008974482044,263
10944030,PNMA2,CKS2,0.797009275703517,374
2019160,ORAI3,NKG7,0.797010248155275,252
7626486,PPFIA4,NEU4,0.7970141960673,259
10944031,GDAP1L1,CKS2,0.79701490801548,377
2019161,VPREB1,NKG7,0.79701501804621,241
2019162,SIGLEC15,NKG7,0.797018005246655,251
10944032,TCTEX1D2,CKS2,0.797023476903075,382
2019163,IL7R,NKG7,0.79702851148782,278
2019164,CEACAM21,NKG7,0.797038566088475,252
10944033,ERI3,CKS2,0.797040218549996,380
10944034,MAFK,CKS2,0.797045599863861,369
2019165,HLA_DPB2,NKG7,0.79704716652019,245
10944035,NPPA,CKS2,0.797048534106432,378
2019166,CCDC134,NKG7,0.797050121160873,263
10944036,PPEF1,CKS2,0.7970502565092,381
2019167,ANKRD29,NKG7,0.797058718993523,271
2019168,GALP,NKG7,0.79707563151784,234
2019169,LMAN1L,NKG7,0.797086779087698,242
2019170,IGFL3,NKG7,0.797088396853376,260
2019171,IFT74,NKG7,0.797093945977486,233
2019172,LIAS,NKG7,0.797095174231718,265
7626487,RPTOR,NEU4,0.797097601428101,253
2019173,DTNA,NKG7,0.797100733761737,257
2019174,OR4D2,NKG7,0.797111405225775,250
2019175,ANAPC13,NKG7,0.797113315320622,232
2019176,PROP1,NKG7,0.797122600967075,238
2019177,CLEC12A,NKG7,0.797126171232799,245
10944037,DVL1,CKS2,0.79713169671845,389
1980146,EHMT2,GNLY,0.797140130350504,1474
2630646,GPATCH2,PLA2G5,0.797335275713689,412
2630647,DNAJB7,PLA2G5,0.797396904854011,459
1980147,ZNF211,GNLY,0.800320124213605,1238
1850047,BTG2,SRGN,0.80676310568905,1166
