risk gene,clearance gene,correlation,t
coeff6,coeff34,0.476650552570895,1492
coeff27,coeff39,0.476937184998043,1805
coeff8,coeff37,0.477743720529117,1721
coeff24,coeff34,0.477835617858121,1833
coeff21,coeff41,0.479664445531657,2255
coeff33,coeff40,0.47982286265313,1666
coeff17,coeff39,0.479853375340784,1712
coeff15,coeff34,0.480715781737623,1723
coeff26,coeff12,0.482235336286507,440
coeff9,coeff41,0.482692820310296,1186
coeff15,coeff20,0.482939676437237,840
coeff34,coeff20,0.482970182214167,740
coeff14,coeff40,0.482993796440235,1769
coeff25,coeff20,0.483036991976563,767
coeff17,coeff35,0.483475527366938,1498
coeff11,coeff12,0.48419629689809,308
coeff40,coeff41,0.485221316702385,2258
coeff3,coeff20,0.485240093459935,685
coeff6,coeff41,0.485364881385285,1670
coeff27,coeff38,0.485537340761059,1675
coeff3,coeff12,0.486504313405085,450
coeff34,coeff41,0.486628823021825,2190
coeff16,coeff20,0.486937952530884,733
coeff41,coeff20,0.488311184899248,842
coeff22,coeff35,0.489132383698683,1425
coeff15,coeff40,0.491315824501012,1836
coeff16,coeff34,0.492119360311453,1311
coeff15,coeff41,0.492262836477863,1619
coeff32,coeff41,0.493559107132821,1503
coeff7,coeff34,0.494058131000359,1407
coeff12,coeff40,0.49408924793731,2128
coeff21,coeff34,0.494407255854828,1887
coeff23,coeff34,0.49503580662644,1905
coeff41,coeff40,0.495722795787221,1607
coeff1,coeff30,0.49581383828089,1218
coeff21,coeff37,0.496168479583929,898
coeff27,coeff36,0.496214073401716,1358
coeff20,coeff40,0.496430120060582,1839
coeff16,coeff25,0.49703799309601,643
coeff29,coeff40,0.49748662879474,1501
coeff31,coeff34,0.498062346497028,1753
coeff35,coeff34,0.49808998953511,1682
coeff30,coeff40,0.498190526719707,1665
coeff36,coeff20,0.498271572969333,931
coeff10,coeff20,0.498660951487663,821
coeff19,coeff8,0.499018779495224,212
coeff39,coeff8,0.499057175951795,219
coeff33,coeff8,0.499076854915825,223
coeff12,coeff31,0.499240094204513,1205
coeff35,coeff41,0.49943346544678,1709
coeff37,coeff34,0.499866602943068,1470
coeff1,coeff35,0.500024163805982,1456
coeff35,coeff20,0.500112618994612,820
coeff22,coeff41,0.500251553727921,1627
coeff38,coeff41,0.500684006636398,1766
coeff27,coeff35,0.500807576852239,2204
coeff39,coeff40,0.501496391914484,1563
coeff5,coeff25,0.501783763582868,870
coeff16,coeff40,0.501876873052589,1348
coeff40,coeff37,0.501904677923218,1221
coeff22,coeff34,0.50283218278096,1601
coeff24,coeff37,0.503353965704811,884
coeff39,coeff20,0.504067253136653,776
coeff8,coeff20,0.504750952945898,729
coeff1,coeff39,0.505429661496611,1663
coeff24,coeff20,0.505546701213371,843
coeff28,coeff40,0.505728799086118,1436
coeff40,coeff34,0.506117154222656,2072
coeff30,coeff37,0.506352629257199,1093
coeff29,coeff34,0.506766357346932,1568
coeff37,coeff20,0.507192111377992,730
coeff28,coeff34,0.507201953178668,1545
coeff4,coeff34,0.507678583575935,1636
coeff26,coeff20,0.507722273075728,829
coeff3,coeff35,0.507866090842912,1447
coeff33,coeff41,0.508252435188546,1792
coeff23,coeff40,0.508294715097653,1675
coeff31,coeff37,0.508725954187479,1119
coeff35,coeff8,0.508938597642937,227
coeff31,coeff41,0.509472077045404,1828
coeff8,coeff41,0.509563148941002,1575
coeff40,coeff20,0.50971261609768,898
coeff33,coeff37,0.509883599668528,1070
coeff23,coeff41,0.510737903325497,2248
coeff32,coeff20,0.511158368516555,822
coeff27,coeff25,0.511171239725019,972
coeff39,coeff41,0.511678673431099,1970
coeff13,coeff34,0.511854941620921,1495
coeff4,coeff22,0.512161477413249,422
coeff18,coeff41,0.513116914373912,1845
coeff30,coeff34,0.513406112576194,2166
coeff27,coeff41,0.513639735769805,2494
coeff30,coeff8,0.513986507407373,239
coeff9,coeff36,0.51446779622234,834
coeff31,coeff20,0.514661016837614,827
coeff18,coeff8,0.514814418762641,221
coeff15,coeff8,0.514928073589282,264
coeff24,coeff8,0.516218702623243,245
coeff11,coeff38,0.516271756759716,953
coeff27,coeff8,0.51644890994506,236
coeff3,coeff8,0.516538452882343,208
coeff19,coeff41,0.516613157281542,1523
coeff25,coeff8,0.51671305854713,237
coeff12,coeff8,0.516774042865685,230
coeff16,coeff8,0.516873768631058,232
coeff9,coeff8,0.516940502740188,226
coeff11,coeff8,0.516977379505116,228
coeff4,coeff8,0.516978112436481,243
coeff4,coeff14,0.517010858877004,278
coeff13,coeff8,0.517021324775031,241
coeff5,coeff8,0.517051442648935,253
coeff7,coeff8,0.517096591626295,278
coeff35,coeff37,0.517153805055912,1703
coeff28,coeff20,0.5179298107638,759
coeff19,coeff34,0.518090470493055,1682
coeff25,coeff34,0.518897869602727,1684
coeff7,coeff41,0.518915009868987,2563
coeff21,coeff40,0.51954300102016,1714
coeff26,coeff34,0.519720197378593,1803
coeff24,coeff40,0.519844095476112,1794
coeff3,coeff39,0.520142054110101,1710
coeff24,coeff41,0.520784036263571,2062
coeff32,coeff37,0.520849483325071,1754
coeff19,coeff37,0.521576413563606,966
coeff38,coeff36,0.52252495250462,1406
coeff25,coeff41,0.522537648027975,1641
coeff28,coeff37,0.522709115487991,1369
coeff27,coeff34,0.522734229317035,2098
coeff29,coeff37,0.523818974029351,803
coeff30,coeff20,0.524167603896113,905
coeff14,coeff41,0.524330125738261,2019
coeff4,coeff41,0.524397009786826,1594
coeff25,coeff37,0.525046012089732,1770
coeff1,coeff41,0.525915165577814,1739
coeff39,coeff34,0.526141383038091,1803
coeff32,coeff34,0.527054025276474,1903
coeff29,coeff20,0.52774612907304,795
coeff38,coeff20,0.528410113044731,855
coeff26,coeff40,0.529258241984844,1727
coeff1,coeff36,0.52928931595235,1210
coeff21,coeff20,0.529656392014755,867
coeff31,coeff40,0.53149333903508,2572
coeff32,coeff40,0.532758458981588,1864
coeff3,coeff34,0.532998081262212,1609
coeff7,coeff40,0.53395397377918,1678
coeff39,coeff37,0.534159734154647,1294
coeff18,coeff40,0.535026623876969,1651
coeff18,coeff34,0.536155083914774,1679
coeff17,coeff34,0.536444518139669,2121
coeff33,coeff20,0.536697856400537,831
coeff38,coeff34,0.537182647533898,1820
coeff11,coeff33,0.537215845895411,555
coeff5,coeff41,0.537759894829926,1745
coeff16,coeff41,0.537926633094239,1728
coeff11,coeff39,0.539595545398563,1645
coeff3,coeff41,0.543864910665403,1714
coeff13,coeff40,0.544218444506238,2214
coeff5,coeff20,0.544276434864353,829
coeff7,coeff37,0.544711030170629,1678
coeff18,coeff20,0.544791020768923,899
coeff22,coeff40,0.545230382099603,1841
coeff3,coeff36,0.54568266911602,1209
coeff30,coeff41,0.54749002195675,2298
coeff9,coeff40,0.548428132689065,1475
coeff17,coeff37,0.549162285358309,1878
coeff5,coeff34,0.549763167969482,1988
coeff19,coeff20,0.550586330496258,915
coeff27,coeff20,0.550660134865306,941
coeff17,coeff20,0.55149774446796,950
coeff26,coeff37,0.551522411939245,1983
coeff22,coeff37,0.551996768546006,1448
coeff11,coeff41,0.552419800605014,1465
coeff1,coeff34,0.553820221572099,1958
coeff13,coeff20,0.554637776021874,834
coeff19,coeff40,0.555004660423118,1658
coeff35,coeff40,0.555668874788875,1884
coeff27,coeff37,0.555870094732203,1992
coeff36,coeff41,0.556129565911251,1829
coeff13,coeff37,0.556970759101727,1423
coeff9,coeff34,0.557201572560861,1647
coeff6,coeff40,0.55979075087959,1795
coeff18,coeff37,0.559900170415313,1139
coeff1,coeff20,0.560298138405372,1002
coeff23,coeff37,0.562577586091513,943
coeff5,coeff40,0.562906810750503,2171
coeff11,coeff20,0.564069542266441,817
coeff36,coeff40,0.564073630595256,1889
coeff4,coeff37,0.564854498809052,1625
coeff36,coeff34,0.569735001803104,2073
coeff1,coeff40,0.571351629665441,1807
coeff9,coeff2,0.572565950432866,982
coeff17,coeff41,0.572607825836833,2640
coeff38,coeff40,0.573636307575872,1997
coeff4,coeff40,0.573821485375148,2038
coeff13,coeff41,0.574268133662077,1827
coeff3,coeff40,0.574416646570129,1807
coeff11,coeff36,0.575221499479242,959
coeff6,coeff37,0.576286136764904,1144
coeff38,coeff37,0.576382086884268,1761
coeff10,coeff2,0.57727882777997,981
coeff24,coeff2,0.577679121032929,1088
coeff1,coeff37,0.579488283992431,1564
coeff32,coeff2,0.581376297880598,1126
coeff25,coeff2,0.581572217872394,1178
coeff25,coeff40,0.581874040369997,2001
coeff27,coeff40,0.582021698348736,2128
coeff31,coeff2,0.582346535387548,1047
coeff17,coeff40,0.582395818861413,2657
coeff33,coeff2,0.582573836921409,960
coeff28,coeff2,0.582823600386521,929
coeff20,coeff2,0.583314881072158,1155
coeff12,coeff2,0.583493455634561,867
coeff8,coeff2,0.583616629193586,936
coeff13,coeff2,0.583781722968752,1219
coeff34,coeff2,0.58381693866259,922
coeff29,coeff2,0.58428215004581,940
coeff14,coeff2,0.584416730261489,1147
coeff18,coeff2,0.585099999887153,1088
coeff36,coeff2,0.585775070228876,1214
coeff37,coeff2,0.585923011094054,917
coeff30,coeff2,0.586112487979898,1039
coeff21,coeff2,0.586511857860069,991
coeff11,coeff2,0.58675845913777,1276
coeff39,coeff2,0.586815556753635,999
coeff40,coeff2,0.587779663516872,1273
coeff26,coeff2,0.588351113460762,1006
coeff23,coeff2,0.588419360389084,1074
coeff6,coeff2,0.588673627355969,1030
coeff15,coeff2,0.588698482872315,1212
coeff41,coeff2,0.589061235955323,1152
coeff35,coeff2,0.589604653840379,1218
coeff22,coeff2,0.589826867841407,1101
coeff27,coeff2,0.59053570115975,1189
coeff17,coeff2,0.590625249947303,1293
coeff1,coeff2,0.590631391925035,1276
coeff4,coeff2,0.590749552223032,1122
coeff38,coeff2,0.590901480684335,1218
coeff3,coeff2,0.591460680726736,1156
coeff5,coeff2,0.591523479240363,1036
coeff7,coeff2,0.591736037783886,1235
coeff16,coeff2,0.592516683024506,983
coeff19,coeff2,0.592819212713614,1113
coeff11,coeff34,0.593031733693979,1586
coeff5,coeff37,0.599176251709782,1643
coeff11,coeff35,0.60568802265589,1367
coeff12,coeff37,0.608472146379755,1040
coeff3,coeff37,0.615408517358363,1844
coeff11,coeff37,0.618623594315312,613
coeff11,coeff40,0.62208366037276,1478
