risk gene,clearance gene,correlation,t
coeff10,coeff6,0.423169469635327,725
coeff39,coeff6,0.423566652492209,645
coeff8,coeff21,0.423618206528826,312
coeff3,coeff21,0.423627085031126,308
coeff5,coeff21,0.423633940899673,329
coeff17,coeff21,0.423661349833737,409
coeff3,coeff26,0.423685577194346,332
coeff3,coeff18,0.423696998812708,223
coeff8,coeff18,0.423698475563903,235
coeff5,coeff26,0.423699889101423,359
coeff34,coeff21,0.42370030845189,335
coeff5,coeff18,0.423700968213362,241
coeff27,coeff21,0.423703835338826,315
coeff5,coeff28,0.423707596446964,332
coeff28,coeff21,0.423708476612772,352
coeff35,coeff21,0.423710437700835,336
coeff41,coeff21,0.423710685375593,325
coeff1,coeff26,0.423714176267752,492
coeff20,coeff21,0.423717023846217,334
coeff30,coeff21,0.423719318098333,392
coeff38,coeff21,0.423723119023068,357
coeff32,coeff21,0.423724831993489,368
coeff17,coeff18,0.423733549660501,286
coeff27,coeff18,0.423734443716818,227
coeff1,coeff18,0.42374010207617,323
coeff27,coeff26,0.423740488184843,340
coeff34,coeff26,0.423741045950149,356
coeff41,coeff26,0.42374176781215,337
coeff25,coeff26,0.423745641830077,412
coeff35,coeff26,0.423745949844926,357
coeff7,coeff26,0.423746871863385,339
coeff19,coeff18,0.423747123496691,268
coeff15,coeff18,0.423748500498417,325
coeff19,coeff28,0.423749605794516,358
coeff38,coeff26,0.423750588224189,371
coeff34,coeff18,0.42375073174714,245
coeff25,coeff18,0.423751758753641,268
coeff28,coeff18,0.423751838296542,247
coeff30,coeff26,0.423752609028762,416
coeff27,coeff28,0.42375667817098,326
coeff20,coeff26,0.423757201417225,363
coeff34,coeff28,0.42375863852747,358
coeff3,coeff19,0.423914487381712,245
coeff5,coeff6,0.42468354593369,814
coeff25,coeff16,0.425031874137878,664
coeff31,coeff6,0.425048288791489,711
coeff28,coeff6,0.425138573178229,607
coeff38,coeff6,0.42516758062463,640
coeff41,coeff6,0.425396290168633,773
coeff35,coeff6,0.425481750851772,655
coeff31,coeff19,0.426128424636476,292
coeff32,coeff6,0.426972950319082,643
coeff29,coeff6,0.427075155454847,623
coeff37,coeff6,0.428263165752528,570
coeff33,coeff16,0.428344912345756,519
coeff18,coeff16,0.428492949603383,359
coeff18,coeff6,0.428734292801176,635
coeff11,coeff6,0.428745871033573,656
coeff12,coeff6,0.429235826237146,568
coeff41,coeff19,0.429884205405099,288
coeff24,coeff19,0.429985242307541,301
coeff11,coeff16,0.430080515097595,474
coeff12,coeff41,0.430131051509456,1671
coeff14,coeff6,0.430214563338784,523
coeff13,coeff12,0.430250710805196,249
coeff3,coeff6,0.430627344553284,927
coeff28,coeff16,0.43106539537389,593
coeff1,coeff28,0.431237457362136,429
coeff16,coeff19,0.431399695092652,261
coeff27,coeff30,0.431588629976485,831
coeff17,coeff28,0.431825019105888,411
coeff22,coeff6,0.432421860492341,588
coeff26,coeff6,0.432452662270536,585
coeff29,coeff19,0.432722182417191,296
coeff20,coeff12,0.433018646715251,311
coeff4,coeff6,0.433113261473242,602
coeff24,coeff12,0.43343579049664,302
coeff21,coeff6,0.433788008244257,625
coeff14,coeff19,0.433878725912795,263
coeff30,coeff33,0.433999469656939,509
coeff37,coeff19,0.435043476772229,269
coeff41,coeff30,0.435062817087543,378
coeff18,coeff12,0.435146368487393,297
coeff38,coeff16,0.435616995179575,653
coeff4,coeff17,0.435645096232061,513
coeff9,coeff24,0.435854644952676,297
coeff1,coeff21,0.435885321543348,972
coeff39,coeff12,0.436335893439419,300
coeff8,coeff32,0.436906932660263,509
coeff27,coeff19,0.436979734896773,296
coeff34,coeff38,0.437135478988387,405
coeff10,coeff38,0.437468512395976,530
coeff30,coeff12,0.438062914956739,310
coeff6,coeff10,0.438302624864475,629
coeff4,coeff30,0.438468687097647,316
coeff8,coeff12,0.438588377909908,246
coeff23,coeff10,0.438791063201903,757
coeff28,coeff12,0.438823667588159,275
coeff40,coeff19,0.438865042986611,333
coeff40,coeff16,0.438871448787233,680
coeff35,coeff19,0.439031984254604,287
coeff7,coeff6,0.439259889974246,1053
coeff2,coeff27,0.43943643816861,213
coeff20,coeff10,0.439468308411838,711
coeff36,coeff30,0.439560854482104,352
coeff34,coeff12,0.439659055208868,285
coeff20,coeff32,0.439955216503899,544
coeff4,coeff10,0.43996397346282,625
coeff41,coeff10,0.440033818016473,655
coeff24,coeff16,0.44003430242649,462
coeff4,coeff32,0.440056438684171,476
coeff35,coeff25,0.440201307580035,542
coeff6,coeff27,0.440211295298549,235
coeff9,coeff38,0.440349272083967,503
coeff13,coeff10,0.440460346854664,598
coeff15,coeff12,0.44059734248135,299
coeff34,coeff19,0.440608770871861,292
coeff8,coeff19,0.440707249392524,257
coeff34,coeff10,0.440892291192548,645
coeff25,coeff30,0.440909321205961,332
coeff16,coeff38,0.440998579593975,506
coeff31,coeff12,0.441131423332001,295
coeff12,coeff24,0.441136763758245,319
coeff32,coeff19,0.441175993345158,316
coeff4,coeff24,0.441177243801714,274
coeff35,coeff10,0.441188787698949,677
coeff7,coeff24,0.441221663564025,272
coeff2,coeff20,0.441238941382265,395
coeff27,coeff10,0.4412696597507,726
coeff3,coeff33,0.441274727413653,543
coeff10,coeff27,0.441327518426278,416
coeff15,coeff19,0.441633122889409,310
coeff9,coeff27,0.441705806115126,398
coeff30,coeff19,0.441754951376677,334
coeff41,coeff24,0.441902125260056,331
coeff14,coeff24,0.441916438979663,318
coeff37,coeff24,0.441924792064956,332
coeff25,coeff24,0.441935722907854,314
coeff3,coeff10,0.441938887090673,658
coeff16,coeff24,0.441943371801845,326
coeff35,coeff24,0.441965246581357,340
coeff13,coeff19,0.442006542755586,323
coeff18,coeff19,0.442018105334418,331
coeff11,coeff24,0.442043893140332,329
coeff38,coeff19,0.442055349619447,330
coeff4,coeff27,0.442106753890659,364
coeff20,coeff24,0.44213332690833,326
coeff10,coeff29,0.44213940451194,339
coeff22,coeff24,0.442152128070454,343
coeff34,coeff24,0.442161450936046,484
coeff30,coeff38,0.442207409823277,462
coeff15,coeff24,0.442298416754703,365
coeff23,coeff24,0.442308927239096,347
coeff32,coeff24,0.442311287112822,354
coeff11,coeff32,0.44234958335894,510
coeff39,coeff24,0.442377280672363,349
coeff10,coeff24,0.442463376346576,373
coeff36,coeff24,0.442466021239594,347
coeff21,coeff33,0.442488717006125,546
coeff18,coeff24,0.442519642762471,389
coeff5,coeff19,0.44252343711682,325
coeff21,coeff24,0.442573807587814,383
coeff23,coeff27,0.442591476424127,435
coeff33,coeff24,0.442595266419517,517
coeff34,coeff33,0.442631875718159,465
coeff33,coeff31,0.442691158790945,565
coeff12,coeff27,0.442736019570956,421
coeff6,coeff29,0.442759505905696,557
coeff11,coeff27,0.442790143179229,394
coeff38,coeff10,0.442791894966994,192
coeff40,coeff24,0.442795693468735,388
coeff7,coeff25,0.442887966578156,503
coeff29,coeff33,0.44290180999702,525
coeff22,coeff32,0.442970182048551,486
coeff28,coeff38,0.442992110515299,428
coeff2,coeff31,0.442992846301294,436
coeff23,coeff33,0.443012193491838,664
coeff24,coeff33,0.443075984958281,559
coeff38,coeff24,0.443114017557834,520
coeff7,coeff12,0.443115764034429,259
coeff10,coeff31,0.443118872889445,417
coeff5,coeff10,0.44314333233672,736
coeff4,coeff33,0.443183351640211,489
coeff7,coeff32,0.443197387824448,454
coeff37,coeff31,0.443227611176032,568
coeff3,coeff24,0.443236950106235,303
coeff21,coeff19,0.44327002070179,346
coeff1,coeff19,0.44327261848733,589
coeff20,coeff27,0.443276008515888,411
coeff31,coeff33,0.443293058503158,521
coeff31,coeff38,0.443325478267107,484
coeff29,coeff38,0.443335897418525,466
coeff31,coeff10,0.443346195638395,200
coeff37,coeff36,0.443356925992873,440
coeff33,coeff36,0.44338393981685,444
coeff37,coeff38,0.443394306134714,443
coeff33,coeff32,0.443433873732098,506
coeff8,coeff25,0.443437083638622,472
coeff29,coeff10,0.443444651036384,208
coeff16,coeff36,0.443451646410415,453
coeff36,coeff33,0.443493896045118,556
coeff18,coeff30,0.443500747557475,461
coeff23,coeff31,0.443508562372238,514
coeff29,coeff32,0.443536887403708,560
coeff28,coeff33,0.443549410051505,489
coeff31,coeff24,0.443567546301028,545
coeff2,coeff36,0.443585161500893,490
coeff36,coeff27,0.443593897364189,413
coeff7,coeff10,0.443605045798756,177
coeff34,coeff36,0.443621107631367,544
coeff25,coeff27,0.443627224359293,378
coeff27,coeff24,0.443636549847061,537
coeff21,coeff38,0.443639837443825,509
coeff30,coeff24,0.443649412836271,570
coeff18,coeff33,0.443672083404187,550
coeff7,coeff33,0.443686230823637,487
coeff22,coeff27,0.44368802354781,376
coeff20,coeff33,0.443690395582041,574
coeff41,coeff36,0.443695393700411,526
coeff16,coeff33,0.443700562959144,496
coeff9,coeff29,0.443705069048381,611
coeff23,coeff29,0.443726029425313,409
coeff29,coeff36,0.443727856649029,497
coeff23,coeff36,0.443729686905118,542
coeff39,coeff38,0.443746383701974,500
coeff7,coeff27,0.443755752782962,354
coeff18,coeff38,0.443757311317662,507
coeff25,coeff33,0.443759869031163,515
coeff37,coeff32,0.44376376792377,513
coeff33,coeff35,0.443774049183996,521
coeff37,coeff35,0.443788164128202,527
coeff16,coeff35,0.443793157424525,565
coeff29,coeff31,0.443798636008025,625
coeff24,coeff32,0.443804964426003,574
coeff14,coeff32,0.443833987521985,516
coeff17,coeff19,0.443836926713776,354
coeff37,coeff33,0.443842663065179,522
coeff28,coeff35,0.443861177778006,577
coeff25,coeff32,0.443869126398413,539
coeff39,coeff36,0.443900187423549,532
coeff41,coeff33,0.443927907498981,546
coeff29,coeff35,0.443930900864105,545
coeff15,coeff36,0.443952587154858,603
coeff34,coeff35,0.443954894374991,566
coeff28,coeff36,0.443966357591783,554
coeff30,coeff36,0.443971502797122,591
coeff32,coeff38,0.443973992620379,538
coeff14,coeff33,0.443980625261638,544
coeff26,coeff38,0.443983062874306,586
coeff41,coeff31,0.444011704380493,635
coeff22,coeff33,0.444013148775231,553
coeff13,coeff32,0.444027083586631,568
coeff41,coeff32,0.444041502343919,569
coeff2,coeff35,0.444052305532258,552
coeff24,coeff27,0.444066087220687,417
coeff20,coeff36,0.444079498567565,597
coeff6,coeff20,0.444082798002547,445
coeff24,coeff36,0.444091832693663,580
coeff32,coeff33,0.444092852631943,571
coeff35,coeff32,0.444110219089845,570
coeff21,coeff36,0.444113910475327,653
coeff35,coeff33,0.444133469053217,593
coeff39,coeff35,0.444140808440694,659
coeff10,coeff39,0.44417068069598,596
coeff13,coeff29,0.444188344863461,493
coeff35,coeff12,0.4442086260087,287
coeff28,coeff32,0.444224033572565,596
coeff21,coeff35,0.444244332353196,702
coeff39,coeff33,0.444246610151324,608
coeff19,coeff33,0.444286454950482,620
coeff26,coeff32,0.444304786607783,619
coeff19,coeff32,0.444311927546805,619
coeff30,coeff35,0.444312292869943,703
coeff26,coeff33,0.4443183190088,648
coeff3,coeff27,0.444335747741474,369
coeff14,coeff36,0.444339184779974,757
coeff23,coeff35,0.444344322061654,633
coeff15,coeff33,0.444349451619279,707
coeff40,coeff33,0.444353510234687,665
coeff34,coeff32,0.44435470200333,641
coeff34,coeff27,0.444360621642535,403
coeff36,coeff32,0.444376899504537,650
coeff16,coeff27,0.444382007056575,221
coeff12,coeff39,0.444383795736664,744
coeff2,coeff29,0.444388273312694,362
coeff12,coeff35,0.444392526524608,665
coeff18,coeff32,0.444404241933163,650
coeff39,coeff32,0.444415004131696,650
coeff15,coeff32,0.444422854098192,678
coeff31,coeff32,0.444436282630214,666
coeff30,coeff32,0.444441073478525,657
coeff39,coeff31,0.444442478354341,679
coeff41,coeff27,0.444483137136313,432
coeff38,coeff32,0.444509078858727,718
coeff17,coeff1,0.444515640250381,776
coeff14,coeff27,0.444552868543621,388
coeff35,coeff27,0.444606402777738,415
coeff21,coeff32,0.44460738707108,739
coeff31,coeff35,0.444630213442257,707
coeff40,coeff32,0.444634101733627,730
coeff19,coeff35,0.444656232101486,656
coeff20,coeff31,0.444671273818898,703
coeff39,coeff27,0.444675410819319,434
coeff9,coeff39,0.444685746166673,832
coeff30,coeff10,0.444690601085116,212
coeff17,coeff12,0.44473294161836,289
coeff10,coeff8,0.444746316694486,227
coeff1,coeff8,0.444746316694486,204
coeff13,coeff24,0.444753980900413,526
coeff34,coeff31,0.444755108710101,636
coeff19,coeff31,0.444759718397543,676
coeff28,coeff27,0.444786589402826,410
coeff21,coeff29,0.44481913524431,615
coeff25,coeff12,0.444866972533304,297
coeff22,coeff36,0.444869805676088,843
coeff24,coeff31,0.444875157189829,691
coeff8,coeff27,0.444907599966012,362
coeff37,coeff27,0.444919341587891,413
coeff40,coeff35,0.444920285417038,1071
coeff40,coeff27,0.444936321869377,483
coeff24,coeff38,0.444955877752203,531
coeff28,coeff31,0.444961701478655,635
coeff28,coeff10,0.444966726202712,189
coeff26,coeff24,0.445024528991846,578
coeff11,coeff30,0.445060965349141,354
coeff26,coeff36,0.445071454226766,825
coeff37,coeff39,0.445075271804319,837
coeff30,coeff39,0.445082953619477,902
coeff13,coeff1,0.44508702304694,578
coeff26,coeff27,0.445088034872195,440
coeff34,coeff39,0.445090372060322,801
coeff22,coeff30,0.445138036915342,354
coeff19,coeff10,0.445160810846255,209
coeff31,coeff36,0.445168655910359,849
coeff15,coeff31,0.445192890890516,683
coeff32,coeff27,0.445198282589034,460
coeff13,coeff31,0.445204793265612,629
coeff33,coeff39,0.445214459294298,894
coeff30,coeff31,0.445230975060596,726
coeff40,coeff31,0.445238047084247,789
coeff18,coeff31,0.445270670614487,736
coeff14,coeff35,0.445321505938438,842
coeff9,coeff31,0.445330497630513,779
coeff15,coeff35,0.445330743717624,967
coeff13,coeff25,0.445335235711533,528
coeff13,coeff35,0.445367794077988,831
coeff13,coeff36,0.44537724099024,521
coeff29,coeff39,0.445382193458324,921
coeff11,coeff31,0.445446715796528,746
coeff10,coeff23,0.445502993803276,444
coeff8,coeff29,0.445525761181022,280
coeff3,coeff30,0.445539717648973,366
coeff4,coeff20,0.445543905142005,489
coeff18,coeff35,0.445567566648359,827
coeff29,coeff27,0.445571973752119,492
coeff6,coeff31,0.445574194233072,767
coeff21,coeff39,0.445586334421245,977
coeff15,coeff27,0.445591273323017,472
coeff22,coeff38,0.445640082243569,766
coeff18,coeff27,0.445641155933403,497
coeff14,coeff12,0.445649305202544,285
coeff23,coeff39,0.445650615768232,764
coeff38,coeff27,0.445685013327521,503
coeff2,coeff23,0.445691164469283,408
coeff31,coeff39,0.445750224828712,932
coeff27,coeff12,0.445771417266749,304
coeff41,coeff35,0.445790616795267,700
coeff24,coeff39,0.445811226007202,1011
coeff21,coeff31,0.445828103596636,801
coeff8,coeff24,0.445829949892874,289
coeff32,coeff35,0.445841555610225,958
coeff16,coeff23,0.44585351749022,392
coeff33,coeff23,0.445864954231639,407
coeff37,coeff23,0.445884576693135,402
coeff28,coeff39,0.445899124752766,875
coeff30,coeff27,0.44590359916057,550
coeff29,coeff23,0.445917474046751,422
coeff22,coeff12,0.445923080443941,284
coeff14,coeff38,0.445927201009445,506
coeff19,coeff23,0.445935652360491,425
coeff7,coeff29,0.445948247908851,299
coeff31,coeff27,0.445961261366727,541
coeff35,coeff31,0.445962716607616,755
coeff8,coeff23,0.445970537550322,375
coeff18,coeff39,0.445976509140706,996
coeff24,coeff35,0.445980871492171,1014
coeff31,coeff23,0.445982791102543,428
coeff7,coeff20,0.445984400112992,484
coeff12,coeff23,0.445987402453882,464
coeff41,coeff23,0.44603694521581,451
coeff15,coeff23,0.446041824690437,421
coeff14,coeff23,0.446049701654891,415
coeff39,coeff23,0.446070678358425,445
coeff20,coeff23,0.446080169585578,479
coeff13,coeff23,0.446083083432119,410
coeff34,coeff23,0.446087132270938,431
coeff16,coeff29,0.446093129172287,311
coeff7,coeff23,0.446093999454986,408
coeff5,coeff29,0.446125801165176,317
coeff24,coeff23,0.446137956057119,453
coeff5,coeff27,0.446145697489648,504
coeff28,coeff23,0.446159416064612,435
coeff27,coeff23,0.446176363550895,446
coeff14,coeff29,0.446206123435767,316
coeff36,coeff39,0.446222439923572,1101
coeff9,coeff20,0.446242816826041,562
coeff15,coeff30,0.44624295123187,438
coeff21,coeff27,0.446246246423896,577
coeff40,coeff23,0.446263835577537,495
coeff6,coeff23,0.446268396269677,479
coeff11,coeff23,0.446270999078096,467
coeff30,coeff23,0.44627177018087,485
coeff26,coeff23,0.446273254419132,451
coeff37,coeff29,0.446295365206622,323
coeff5,coeff24,0.446297762308427,319
coeff32,coeff23,0.446302215349127,458
coeff8,coeff31,0.446309493384006,324
coeff40,coeff38,0.446317191444522,684
coeff36,coeff31,0.446319113255325,852
coeff35,coeff23,0.446335793708869,458
coeff35,coeff29,0.446336817010049,326
coeff26,coeff31,0.446344130444224,813
coeff28,coeff29,0.446352867613292,327
coeff26,coeff35,0.446354425304922,989
coeff34,coeff29,0.446365185081973,329
coeff21,coeff23,0.446371540620455,482
coeff19,coeff27,0.446374733532101,562
coeff22,coeff29,0.446384185382089,329
coeff13,coeff27,0.446385874202263,516
coeff25,coeff23,0.446385933046436,456
coeff33,coeff27,0.446388667321428,547
coeff25,coeff29,0.446401206222031,332
coeff36,coeff23,0.446405263118287,496
coeff3,coeff29,0.4464053487239,654
coeff17,coeff24,0.446428533894278,328
coeff22,coeff23,0.446430780295507,461
coeff1,coeff29,0.446446835438387,339
coeff33,coeff29,0.446447484625994,335
coeff15,coeff29,0.446460074914002,337
coeff33,coeff38,0.44646508983892,554
coeff41,coeff29,0.446472800071705,337
coeff38,coeff33,0.446473504512616,1055
coeff38,coeff23,0.446528003131245,482
coeff26,coeff29,0.446530165125684,340
coeff18,coeff23,0.446534851389674,497
coeff32,coeff10,0.446586455493004,208
coeff27,coeff29,0.446591705610229,348
coeff31,coeff29,0.446612905494675,348
coeff4,coeff23,0.446625737136574,479
coeff11,coeff29,0.446632439732401,349
coeff32,coeff29,0.4466474567024,351
coeff36,coeff38,0.446653106009296,637
coeff19,coeff29,0.446657168854646,353
coeff9,coeff23,0.446657236556672,535
coeff17,coeff33,0.446662916101824,1050
coeff39,coeff29,0.446728799806683,358
coeff30,coeff29,0.446733411412225,359
coeff40,coeff39,0.446736330524861,1232
coeff22,coeff31,0.446801895880488,807
coeff13,coeff30,0.446812077261192,286
coeff25,coeff31,0.446828443928663,798
coeff16,coeff31,0.446837293799166,367
coeff3,coeff23,0.446841665192075,462
coeff17,coeff23,0.446850246430376,489
coeff20,coeff29,0.44687145551864,373
coeff24,coeff29,0.446873175444131,372
coeff5,coeff23,0.44687826155244,478
coeff1,coeff23,0.446881622690139,510
coeff5,coeff33,0.446910512924068,576
coeff40,coeff29,0.447018596763863,387
coeff25,coeff38,0.447027078283194,698
coeff36,coeff12,0.447075279240368,326
coeff32,coeff31,0.447158266447836,854
coeff26,coeff30,0.447161432770464,397
coeff36,coeff29,0.447237615377674,705
coeff8,coeff36,0.447245330388221,415
coeff8,coeff39,0.447369825882327,872
coeff6,coeff35,0.447418522142297,670
coeff8,coeff33,0.447495480580666,504
coeff8,coeff35,0.44752030674886,463
coeff32,coeff36,0.447545525739418,940
coeff38,coeff31,0.447546145026796,925
coeff28,coeff24,0.447591120122762,563
coeff40,coeff30,0.447618827028269,428
coeff5,coeff12,0.447622461206051,397
coeff27,coeff32,0.447627146919115,835
coeff14,coeff39,0.447718175475824,1012
coeff16,coeff39,0.447777920938111,507
coeff32,coeff39,0.447842667090045,1098
coeff19,coeff36,0.447895382379443,586
coeff12,coeff10,0.448031986418676,238
coeff35,coeff38,0.448058231246248,768
coeff15,coeff38,0.448104389928847,582
coeff2,coeff39,0.448145013743046,592
coeff17,coeff27,0.448191035238528,644
coeff17,coeff32,0.448307771824893,655
coeff27,coeff33,0.448458529028853,1173
coeff1,coeff32,0.448482137954235,724
coeff1,coeff31,0.448484188192361,923
coeff40,coeff36,0.448505249197287,742
coeff5,coeff35,0.448535767752131,962
coeff2,coeff38,0.448686387373525,598
coeff19,coeff38,0.448748655434269,610
coeff5,coeff32,0.448752662011994,665
coeff10,coeff40,0.448768757268878,789
coeff5,coeff1,0.44877782625809,657
coeff4,coeff35,0.448812574067173,1040
coeff8,coeff30,0.448856989067034,348
coeff4,coeff29,0.449004851053864,746
coeff18,coeff36,0.449006820187571,591
coeff7,coeff31,0.449010893205993,817
coeff6,coeff36,0.449184498934714,626
coeff39,coeff30,0.449214227931922,376
coeff29,coeff30,0.449222588449959,331
coeff2,coeff10,0.449261013902545,225
coeff17,coeff31,0.449268321017648,924
coeff19,coeff39,0.449296184293379,1163
coeff20,coeff35,0.449325653202114,783
coeff13,coeff6,0.449396367560964,622
coeff1,coeff38,0.449461034194815,651
coeff41,coeff38,0.449469575525867,506
coeff27,coeff31,0.44953108799635,942
coeff37,coeff10,0.449609067425746,204
coeff33,coeff10,0.449619854727405,212
coeff24,coeff30,0.449621481761478,344
coeff35,coeff30,0.449673305897347,334
coeff9,coeff35,0.449708077928151,788
coeff7,coeff30,0.44972150239139,308
coeff34,coeff30,0.449754112612688,331
coeff20,coeff37,0.449844980814041,644
coeff8,coeff38,0.449857598978964,464
coeff31,coeff30,0.449918184877885,342
coeff8,coeff10,0.450002722907902,178
coeff25,coeff10,0.450016134563083,205
coeff28,coeff30,0.450039602509371,361
coeff19,coeff30,0.450052373037498,352
coeff14,coeff30,0.450137418357109,350
coeff41,coeff39,0.450191153513135,1043
coeff20,coeff39,0.450275118205373,1093
coeff38,coeff30,0.450320993716084,373
coeff32,coeff30,0.45036382422816,376
coeff37,coeff30,0.450407411359493,391
coeff2,coeff34,0.450481804397111,417
coeff17,coeff38,0.450560506172754,1087
coeff20,coeff38,0.450581949498357,496
coeff14,coeff31,0.45062440795678,924
coeff38,coeff29,0.450665732864442,699
coeff24,coeff10,0.45069338046478,238
coeff6,coeff38,0.45083040181369,509
coeff4,coeff38,0.450841785780577,562
coeff15,coeff39,0.450903073280422,1324
coeff36,coeff16,0.450924582928055,651
coeff23,coeff38,0.450951844276284,562
coeff39,coeff10,0.451030474675402,225
coeff41,coeff37,0.451383513351265,744
coeff14,coeff10,0.45162247145173,204
coeff16,coeff37,0.451715783634802,749
coeff13,coeff11,0.45180051640923,254
coeff18,coeff29,0.451877629380151,639
coeff7,coeff11,0.451891156974978,256
coeff4,coeff11,0.451929439790386,491
coeff8,coeff11,0.451999837718557,247
coeff34,coeff11,0.452006480110796,281
coeff2,coeff11,0.452081716035825,318
coeff12,coeff11,0.45212322514939,342
coeff17,coeff16,0.452227976658972,816
coeff41,coeff11,0.452244692880236,494
coeff16,coeff11,0.452327905678306,322
coeff17,coeff30,0.452424191327033,446
coeff7,coeff35,0.452510805787455,1092
coeff12,coeff20,0.452534179562498,723
coeff4,coeff39,0.45254304728311,1099
coeff13,coeff38,0.452580042616584,839
coeff36,coeff10,0.452610253355009,241
coeff22,coeff10,0.452695034733446,214
coeff9,coeff11,0.452758713674501,480
coeff10,coeff34,0.45277387334847,618
coeff12,coeff29,0.452796897317364,798
coeff5,coeff31,0.452872742488056,920
coeff5,coeff38,0.452924145410116,534
coeff40,coeff10,0.453053703831606,252
coeff17,coeff29,0.453179562862589,706
coeff30,coeff11,0.45327459943632,488
coeff20,coeff34,0.453357333503243,1542
coeff6,coeff39,0.453451725945657,1215
coeff35,coeff36,0.453945252524749,1109
coeff20,coeff11,0.454138146826276,540
coeff23,coeff16,0.454254033539872,750
coeff7,coeff36,0.45431150404024,1061
coeff33,coeff11,0.454584299995876,461
coeff3,coeff38,0.45471076561401,517
coeff18,coeff10,0.45477576562292,267
coeff1,coeff33,0.454887242880473,730
coeff17,coeff10,0.454962587870851,209
coeff11,coeff10,0.454978630764482,1605
coeff9,coeff12,0.455028243086257,290
coeff2,coeff40,0.455123415000284,1385
coeff15,coeff11,0.455275599863343,521
coeff21,coeff10,0.455434783532441,244
coeff26,coeff39,0.455547583347165,1371
coeff37,coeff11,0.455865860954592,450
coeff24,coeff11,0.456033936113678,531
coeff6,coeff11,0.456200263949008,477
coeff15,coeff10,0.456478799455074,254
coeff4,coeff31,0.456591281600984,1032
coeff16,coeff10,0.456639901309709,225
coeff9,coeff10,0.45665311084344,264
coeff1,coeff27,0.4566984335233,803
coeff5,coeff30,0.456698720826781,397
coeff1,coeff10,0.456725054900199,238
coeff26,coeff10,0.456757632871677,239
coeff13,coeff39,0.457037757210822,1146
coeff5,coeff39,0.45704961835224,1604
coeff22,coeff16,0.457690259400114,576
coeff38,coeff35,0.457877687933243,1244
coeff2,coeff41,0.457982578180276,1964
coeff34,coeff37,0.458120208473033,913
coeff34,coeff40,0.458286084577425,1573
coeff29,coeff24,0.458444174475639,625
coeff31,coeff11,0.458574558560688,497
coeff6,coeff12,0.458911110521198,393
coeff5,coeff11,0.459037331716484,526
coeff29,coeff11,0.459096854024465,457
coeff28,coeff11,0.459259671068753,452
coeff3,coeff25,0.459303658253717,558
coeff1,coeff16,0.45952652471508,634
coeff38,coeff12,0.459530478552841,413
coeff14,coeff20,0.459575093870291,722
coeff10,coeff11,0.459685941623032,488
coeff39,coeff11,0.459766281408662,499
coeff23,coeff11,0.459921447816898,530
coeff19,coeff11,0.45993294517406,492
coeff30,coeff25,0.46007874437933,631
coeff19,coeff24,0.46028789307468,699
coeff40,coeff11,0.460543576908995,563
coeff5,coeff36,0.460696861065758,967
coeff14,coeff11,0.460728458527377,499
coeff25,coeff11,0.460753799342619,540
coeff3,coeff31,0.461181622669889,994
coeff26,coeff41,0.461525667717559,1557
coeff27,coeff11,0.461836394091841,568
coeff32,coeff11,0.461839806804845,519
coeff35,coeff11,0.462397314928177,549
coeff18,coeff11,0.462572843273617,518
coeff36,coeff35,0.462658419291992,1353
coeff41,coeff34,0.462849541535224,1613
coeff21,coeff11,0.462962063939872,502
coeff33,coeff30,0.463089250522271,858
coeff24,coeff25,0.463336073306717,664
coeff36,coeff11,0.463585051320691,552
coeff28,coeff41,0.463653303301157,1387
coeff17,coeff36,0.464520875961506,1257
coeff13,coeff33,0.464641894928742,1163
coeff38,coeff11,0.464726043463785,552
coeff25,coeff39,0.464983381213592,1440
coeff15,coeff37,0.46509482100165,2484
coeff3,coeff11,0.465158420557252,496
coeff32,coeff12,0.465687625739239,434
coeff14,coeff25,0.466095896353426,628
coeff36,coeff37,0.466575970956485,691
coeff17,coeff11,0.466622940247883,546
coeff4,coeff12,0.466746765182916,458
coeff25,coeff36,0.467169954744706,1166
coeff21,coeff30,0.46745930226611,810
coeff35,coeff39,0.467626647854866,1513
coeff38,coeff39,0.467823668952746,1549
coeff26,coeff11,0.467895523528747,536
coeff7,coeff39,0.468039477439728,1398
coeff29,coeff41,0.468181770927223,1413
coeff33,coeff25,0.468458941630337,549
coeff22,coeff11,0.468577979874926,538
coeff8,coeff34,0.468633350331497,1277
coeff21,coeff12,0.469085430305997,351
coeff12,coeff34,0.469534364139184,1999
coeff8,coeff40,0.469890103112473,1180
coeff7,coeff38,0.470114782795439,1358
coeff32,coeff25,0.470120614262231,613
coeff25,coeff35,0.470232543793237,1457
coeff38,coeff25,0.470386163378161,608
coeff37,coeff41,0.471501624811398,1626
coeff4,coeff36,0.471641495510606,1365
coeff1,coeff11,0.471785156575305,559
coeff1,coeff12,0.471833192489669,443
coeff14,coeff37,0.472203825491158,1544
coeff14,coeff34,0.472504590666479,1651
coeff20,coeff41,0.472988461389477,1878
coeff17,coeff25,0.473162433491015,873
coeff41,coeff25,0.473539407735841,695
coeff22,coeff20,0.473750218420199,716
coeff34,coeff25,0.474226542299923,615
coeff22,coeff39,0.474262318193489,1498
coeff1,coeff24,0.474334163297291,753
coeff12,coeff36,0.474435627397709,655
coeff37,coeff40,0.474658590667113,1254
coeff23,coeff20,0.474912977949021,793
coeff33,coeff34,0.475134804463107,1887
