RPS6KC1,0.39197,0.41876,0.31031,0.25447,0.39284,0.30985,0.44565,0.27569,0.33814,0.31593,0.23903,0.18665,0.30501,0.33426,0.36845,0.40548,0.32876,0.37676,0.38,0.44997,0.40151,0.35238,0.25248,0.1238,0.23918,0.19763,0.11761,0.22373,0.27309,0.34671,0.27925,0.47779,0.30362,0.11676,0.57231,0.2681,0.26676,0.24651,0.33585,0.21582
ABCB9,0.39172,0.4112,0.32394,0.24644,0.28447,0.31667,0.19436,0.31317,0.16124,0.51553,0.2349,0.39974,0.20493,0.42815,0.37069,0.4091,0.23595,0.20314,0.42697,0.32706,0.36519,0.30897,0.36835,0.20319,0.46221,0.30211,0.28815,0.56089,0.34892,0.27461,0.37835,0.32155,0.31801,0.18002,0.28912,0.31814,0.30788,0.27554,0.39149,0.098158
VPS13C,0.3898,0.24282,0.42047,0.20126,0.24776,0.16906,0.28543,0.34013,0.41466,0.2579,0.33032,0.36207,0.33415,0.27287,0.35968,0.33776,0.2768,0.32541,0.37949,0.24076,0.35646,0.2931,0.30382,0.25166,0.50577,0.34341,0.39929,0.34591,0.2585,0.24534,0.53228,0.15927,0.29533,0.33023,0.32404,0.28032,0.22543,0.23593,0.25195,0.39123
SORT1,0.38835,0.39174,0.32981,0.32053,0.46295,0.20604,0.43009,0.2524,0.38697,0.27579,0.27034,0.31956,0.20306,0.23105,0.4195,0.29955,0.21937,0.45044,0.23731,0.2824,0.34161,0.28251,0.24823,0.14429,0.27788,0.33369,0.2613,0.4678,0.30084,0.18825,0.16125,0.2178,0.34624,0.22499,0.24806,0.44988,0.33804,0.32614,0.39785,0.37896
TRPM2,0.38647,0.40371,0.33975,0.19921,0.32298,0.41027,0.45957,0.1945,0.18416,0.30673,0.29911,0.33387,0.38372,0.31822,0.21615,0.38305,0.31965,0.32101,0.34989,0.40432,0.25344,0.2767,0.34983,0.32464,0.24447,0.33401,0.34662,0.16699,0.2268,0.21953,0.30357,0.21769,0.37823,0.20337,0.1928,0.38304,0.21669,0.32857,0.36267,0.38489
TMEM192,0.38643,0.2279,0.38691,0.36266,0.28752,0.22728,0.39604,0.40712,0.28988,0.14837,0.42419,0.14676,0.26342,0.12988,0.27089,0.40838,0.37452,0.21977,0.44305,0.59922,0.18846,0.43106,0.65646,0.18959,0.32216,0.17853,0.11842,0.56629,0.20911,0.42769,0.26002,0.25946,0.18097,0.51861,0.2545,0.29061,0.29618,0.20582,0.29522,0.33397
ANKRD27,0.38555,0.35275,0.39139,0.43331,0.29902,0.41165,0.37095,0.17429,0.3305,0.33239,0.41102,0.33363,0.44236,0.31611,0.35978,0.29518,0.29021,0.56664,0.39555,0.23674,0.28573,0.12016,0.34144,0.36317,0.45425,0.25147,0.29598,0.078093,0.39607,0.38846,0.37113,0.28392,0.41327,0.30368,0.32938,0.28321,0.37658,0.16066,0.19073,0.30273
ARSK,0.38329,0.27665,0.21793,0.42134,0.24197,0.41053,0.25389,0.23653,0.26245,0.29513,0.38491,0.28116,0.23125,0.33377,0.52003,0.73399,0.21966,0.43727,0.23837,0.26611,0.40033,0.37054,0.37003,0.60415,0.24829,0.26721,0.40893,0.24459,0.29614,0.29182,0.43528,0.18335,0.26389,0.47467,0.262,0.24088,0.45575,0.54333,0.39058,0.35587
CTSL,0.38053,0.22904,0.47529,0.29229,0.27947,0.35319,0.30493,0.32576,0.24839,0.31205,0.34111,0.26938,0.21782,0.31312,0.30896,0.17385,0.39872,0.32984,0.42299,0.16263,0.20042,0.37685,0.35524,0.39694,0.35093,0.38118,0.25458,0.33179,0.28536,0.42423,0.21865,0.32331,0.29629,0.3266,0.28999,0.2521,0.2175,0.26631,0.20883,0.39184
LAMTOR5,0.38024,0.177,0.36384,0.35875,0.18613,0.21798,0.37477,0.40191,0.15558,0.3432,0.29943,0.23687,0.30809,0.29143,0.2821,0.30949,0.40535,0.31883,0.31946,0.2974,0.27491,0.33501,0.22611,0.4552,0.31209,0.3958,0.29096,0.41661,0.26394,0.37637,0.26069,0.28443,0.29413,0.28115,0.30617,0.45613,0.19203,0.25604,0.36274,0.31239
TMEM9,0.37897,0.15349,0.25338,0.34846,0.16959,0.27769,0.33566,0.25154,0.25657,0.30531,0.27389,0.36584,0.24354,0.24759,0.30907,0.32135,0.36187,0.25897,0.30318,0.27822,0.33141,0.29406,0.27789,0.29778,0.30477,0.49087,0.34051,0.30132,0.3626,0.2118,0.38293,0.33998,0.46585,0.35783,0.2136,0.40208,0.27215,0.10166,0.35496,0.27597
RAMP3,0.37642,0.36671,0.44373,0.36442,0.24315,0.24364,0.3736,0.22082,0.27153,0.46341,0.24431,0.31313,0.4862,0.14648,0.47092,0.34905,0.28233,0.18561,0.19524,0.33738,0.17202,0.43793,0.43379,0.2616,0.40736,0.1826,0.35826,0.31855,0.27176,0.28126,0.20627,0.35803,0.20436,0.30213,0.231,0.30134,0.21017,0.35724,0.34609,0.2934
ARSG,0.37442,0.43668,0.32763,0.25786,0.18673,0.35426,0.23508,0.42039,0.33706,0.20072,0.24455,0.21534,0.19438,0.54244,0.23716,0.28703,0.39163,0.2671,0.27623,0.30334,0.47652,0.39153,0.28875,0.39488,0.25848,0.37445,0.41554,0.35878,0.31557,0.39103,0.19586,0.42341,0.60423,0.61006,0.26973,0.38097,0.18258,0.412,0.33336,0.23609
RNF167,0.3723,0.21455,0.40492,0.41803,0.41475,0.39142,0.34581,0.28352,0.22393,0.24942,0.39974,0.3522,0.27275,0.41233,0.41798,0.2746,0.44758,0.13343,0.35803,0.32183,0.21731,0.29757,0.25264,0.37335,0.24325,0.45642,0.27458,0.25169,0.1869,0.11794,0.31574,0.44653,0.19406,0.45578,0.36796,0.28278,0.38021,0.29035,0.10966,0.38462
RRAGA,0.37211,0.36567,0.31107,0.43043,0.2367,0.47117,0.27168,0.40976,0.40805,0.071191,0.12292,0.33346,0.20157,0.42448,0.11384,0.48193,0.33942,0.31266,0.12092,0.32782,0.41834,0.40539,0.36281,0.17079,0.38357,0.30805,0.35374,0.39126,0.33746,0.32795,0.39051,0.30069,0.26853,0.17697,0.24681,0.32274,0.40309,0.23095,0.17317,0.42389
LDLR,0.36962,0.30983,0.39686,0.46699,0.40589,0.35413,0.26165,0.26699,0.3456,0.34967,0.59808,0.32621,0.19731,0.36534,0.20172,0.24594,0.25087,0.24733,0.24074,0.24883,0.36278,0.26709,0.24303,0.29669,0.32544,0.25899,0.32156,0.16829,0.37937,0.43114,0.30771,0.2671,0.44603,0.25601,0.37392,0.18219,0.10631,0.098064,0.36131,0.37421
LAPTM4B,0.36599,0.36822,0.47347,0.36269,0.19619,0.23801,0.26551,0.39819,0.26825,0.25861,0.38138,0.22567,0.26916,0.43148,0.28779,0.30416,0.28259,0.2462,0.24697,0.318,0.3504,0.22371,0.27853,0.36332,0.34148,0.28836,0.25918,0.38354,0.28239,0.25307,0.26319,0.42207,0.15109,0.19221,0.29367,0.28015,0.33601,0.2813,0.28433,0.32458
RAB7B,0.36526,0.24949,0.4654,0.33677,0.43265,0.27548,0.27995,0.20236,0.3749,0.27124,0.24794,0.14466,0.14865,0.43768,0.32893,0.37166,0.29608,0.15509,0.32211,0.45944,0.23815,0.29182,0.24385,0.30947,0.18202,0.4389,0.40954,0.26301,0.28434,0.38831,0.4408,0.30382,0.2125,0.25634,0.37793,0.15006,0.23797,0.29664,0.22523,0.014297
VPS26A,0.36454,0.24287,0.33327,0.2942,0.12948,0.23852,0.56642,0.19561,0.41228,0.15493,0.11861,0.34044,0.31785,0.22864,0.2753,0.23002,0.17571,0.23611,0.3041,0.26518,0.49901,0.12897,0.41512,0.43717,0.34964,0.16882,0.38141,0.3691,0.25541,0.35614,0.34889,0.23425,0.32343,0.3161,0.30136,0.28577,0.21349,0.25458,0.33214,0.22898
SMPD1,0.36407,0.16698,0.4074,0.40528,0.3601,0.30976,0.34189,0.21873,0.2939,0.22509,0.26723,0.35187,0.35721,0.39922,0.41075,0.3908,0.27646,0.38833,0.34636,0.14598,0.20637,0.46142,0.29307,0.21925,0.2133,0.3069,0.33727,0.26975,0.51858,0.20356,0.12906,0.25018,0.23554,0.27601,0.29224,0.33008,0.22069,0.36963,0.31729,0.17327
ATP13A2,0.36227,0.33189,0.3173,0.53632,0.25761,0.25064,0.28182,0.17533,0.20061,0.31103,0.33498,0.40742,0.4486,0.31615,0.15966,0.334,0.34296,0.32674,0.2395,0.24293,0.32346,0.2701,0.24156,0.20813,0.19454,0.35752,0.30028,0.27421,0.23459,0.28694,0.28488,0.25265,0.24704,0.24922,0.26739,0.33003,0.23505,0.33184,0.35411,0.1734
RRAGD,0.36151,0.13342,0.19887,0.25428,0.27209,0.33361,0.33312,0.30901,0.27718,0.24168,0.17883,0.29445,0.37874,0.22475,0.24077,0.21234,0.32467,0.33605,0.32931,0.34874,0.25867,0.31888,0.24977,0.30541,0.34183,0.27036,0.32031,0.26774,0.25752,0.3561,0.33258,0.36048,0.25491,0.33453,0.24103,0.14059,0.27741,0.32481,0.24975,0.216
BACE1,0.35894,0.24831,0.47517,0.35076,0.45452,0.2571,0.33294,0.25797,0.38826,0.38364,0.1806,0.32262,0.30632,0.32799,0.38339,0.33622,0.26733,0.24427,0.20655,0.27512,0.33421,0.26073,0.31994,0.22293,0.32555,0.14636,0.26211,0.29316,0.2467,0.29931,0.2543,0.37688,0.33885,0.31402,0.31297,0.26524,0.31769,0.37749,0.31056,0.35142
PPT1,0.35779,0.38897,0.38323,0.33093,0.094702,0.43945,0.25836,0.44478,0.25566,0.34534,0.29553,0.36355,0.4337,0.41811,0.2543,0.32548,0.46692,0.40794,0.28469,0.46813,0.24017,0.34343,0.15972,0.32225,0.35632,0.23044,0.24952,0.22906,0.28445,0.35872,0.38356,0.24431,0.10731,0.40075,0.3161,0.21628,0.25481,0.24822,0.32118,0.32458
RILP,0.35468,0.40987,0.44875,0.3206,0.21499,0.36114,0.44939,0.25975,0.14667,0.37414,0.39741,0.25892,0.23936,0.36687,0.2249,0.35451,0.28222,0.30776,0.22373,0.31331,0.37351,0.29374,0.34112,0.37047,0.24083,0.2964,0.28061,0.31014,0.2209,0.3528,0.22744,0.39302,0.20434,0.24723,0.33233,0.51857,0.27768,0.30597,0.25875,0.23927
ARL8B,0.35436,0.38516,0.30214,0.504,0.31935,0.40303,0.41839,0.34415,0.31339,0.31942,0.43463,0.19387,0.28365,0.44783,0.33666,0.24684,0.07186,0.42514,0.37208,0.43266,0.19198,0.17554,0.33075,0.22151,0.40571,0.14056,0.34314,0.37723,0.23998,0.20077,0.27128,0.38293,0.38181,0.3686,0.18244,0.25785,0.46073,0.30332,0.37976,0.23541
GLA,0.35345,0.42979,0.43074,0.24468,0.2737,0.37414,0.31352,0.4408,0.35083,0.38436,0.15882,0.38426,0.17894,0.092301,0.38747,0.38978,0.24027,0.30147,0.29683,0.2851,0.39717,0.34317,0.16704,0.35607,0.32249,0.2313,0.41838,0.32598,0.4377,0.33986,0.35832,0.61887,0.19183,0.29278,0.25669,0.14103,0.14681,0.1619,0.2403,0.3132
SRC,0.34656,0.44771,0.25352,0.24723,0.27355,0.29687,0.16299,0.42131,0.28786,0.1129,0.39716,0.50523,0.45901,0.41838,0.21004,0.2097,0.050573,0.23156,0.41543,0.54338,0.075427,0.55479,0.27284,0.32218,0.30977,0.30586,0.29534,0.20335,0.32587,0.15712,0.28051,0.33757,0.37585,0.24521,0.26703,0.4392,0.2196,0.37692,0.25519,0.33108
PLEKHM1,0.3435,0.36892,0.37529,0.14384,0.44617,0.2625,0.49437,0.24393,0.4338,0.35863,0.41002,0.32278,0.28312,0.34339,0.23135,0.20118,0.17335,0.46253,0.21644,0.36793,0.27325,0.35856,0.20142,0.17149,0.25451,0.5311,0.35444,0.38661,0.37416,0.39594,0.53801,0.1417,0.1474,0.36396,0.24775,0.25048,0.27893,0.32214,0.19141,0.29931
VPS4A,0.33737,0.46633,0.30187,0.35098,0.45671,0.28194,0.2653,0.36746,0.15513,0.17725,0.24351,0.26665,0.32761,0.34679,0.20539,0.3005,0.49479,0.30379,0.10663,0.20786,0.27146,0.39262,0.25091,0.32438,0.21175,0.1798,0.41931,0.29708,0.35473,0.35568,0.44836,0.33541,0.16158,0.25682,0.12294,0.16949,0.1974,0.19666,0.49866,0.17239
PCSK9,0.33556,0.34595,0.26543,0.33583,0.26389,0.42333,0.51933,0.62616,0.64376,0.32915,0.32598,0.3924,0.43219,0.25657,0.34392,0.29052,0.56179,0.29743,0.34143,0.27424,0.39179,0.28616,0.3986,0.31561,0.19978,0.20041,0.44684,0.27257,0.26254,0.32316,0.36133,0.18076,0.35058,0.24455,0.25345,0.31805,0.20396,0.50117,0.25851,0.16547
ITM2C,0.33413,0.14502,0.22258,0.29866,0.128,0.27427,0.33152,0.24909,0.30382,0.43089,0.38288,0.29824,0.26558,0.28781,0.40993,0.1072,0.49194,0.37561,0.28309,0.17525,0.47728,0.46965,0.31549,0.15631,0.39145,0.31144,0.26924,0.14517,0.30298,0.38602,0.23848,0.39291,0.24638,0.30675,0.28643,0.4197,0.47942,0.28861,0.24542,0.25754
C9orf72,0.33065,0.41764,0.3914,0.38808,0.16433,0.26397,0.098542,0.23124,0.38273,0.073565,0.31332,0.29011,0.36558,0.21832,0.30744,0.10231,0.33342,0.322,0.21906,0.38978,0.33201,0.16187,0.28204,0.30133,0.2784,0.18116,0.090548,0.35673,0.32873,0.41899,0.22786,0.2904,0.36808,0.18319,0.38634,0.17506,0.39547,0.39945,0.25624,0.18308
NEU4,0.32996,0.33382,0.48806,0.28998,0.27265,0.10454,0.39825,0.33325,0.10329,0.22834,0.35011,0.37831,0.43328,0.33605,0.34467,0.15007,0.27524,0.34603,0.17796,0.37417,0.44105,0.48073,0.27911,0.36422,0.20302,0.23503,0.57418,0.158,0.12932,0.37591,0.20205,0.29951,0.35073,0.31042,0.40674,0.23895,0.56105,0.2611,0.31795,0.37669
ABCA2,0.32814,0.23941,0.46543,0.25779,0.50453,0.24538,0.33774,0.24009,0.29924,0.32195,0.065087,0.31318,0.36423,0.40209,0.23063,0.26822,0.28323,0.24011,0.31216,0.28453,0.25343,0.38412,0.15611,0.29903,0.30201,0.2727,0.20121,0.21549,0.32551,0.39795,0.33149,0.27372,0.38881,0.26663,0.15395,0.24596,0.34221,0.31805,0.22128,0.3422
CTSZ,0.3281,0.39527,0.46329,0.30418,0.15127,0.26749,0.36436,0.16807,0.20647,0.49467,0.38154,0.27387,0.2699,0.19386,0.28358,0.30475,0.3816,0.17107,0.11298,0.26041,0.43451,0.41008,0.42173,0.33003,0.34838,0.33153,0.16228,0.3163,0.30499,0.15377,0.31621,0.2411,0.37402,0.20404,0.14925,0.10937,0.39838,0.32773,0.13295,0.16751
ACP2,0.3269,0.38403,0.18663,0.43964,0.29431,0.12614,0.30339,0.18492,0.2949,0.31902,0.058118,0.39608,0.14329,0.54839,0.48949,0.17292,0.37515,0.39,0.30632,0.31541,0.16661,0.32874,0.58072,0.45156,0.28217,0.19875,0.30209,0.3302,0.2547,0.15475,0.48095,0.18565,0.32219,0.18614,0.29966,0.40837,0.26687,0.23907,0.23254,0.33962
STX7,0.32374,0.18178,0.25482,0.48767,0.35413,0.19228,0.33257,0.25889,0.47828,0.40904,0.28603,0.18534,0.37261,0.17085,0.1789,0.20771,0.099129,0.34111,0.43985,0.24413,0.31009,0.49498,0.30348,0.41305,0.21719,0.32798,0.24947,0.31466,0.34204,0.2958,0.40806,0.42902,0.13213,0.36549,0.33061,0.25797,0.24493,0.29269,0.44071,0.22873
SLC38A9,0.3233,0.42192,0.4893,0.29191,0.26612,0.31262,0.21157,0.33139,0.33775,0.20496,0.21287,0.34205,0.45365,0.23044,0.26864,0.23453,0.29134,0.45036,0.28642,0.17867,0.25262,0.32421,0.41773,0.21556,0.24182,0.39462,0.40099,0.39092,0.42094,0.15657,0.4371,0.35323,0.26022,0.37347,0.39091,0.30011,0.41711,0.37594,0.3841,0.25466
TMEM59,0.31799,0.17842,0.49154,0.37289,0.25068,0.28205,0.28214,0.30586,0.28403,0.26161,0.2089,0.29422,0.2623,0.20447,0.31606,0.40319,0.41425,0.23791,0.38994,0.15666,0.26687,0.27856,0.29247,0.24156,0.27792,0.38429,0.26061,0.19455,0.20795,0.34805,0.33702,0.40944,0.33413,0.22909,0.27966,0.31076,0.23979,0.26523,0.28079,0.34157
PCYOX1,0.31699,0.34676,0.38504,0.45208,0.096456,0.27654,0.11683,0.24946,0.496,0.28903,0.31164,0.17868,0.35049,0.28452,0.1881,0.2792,0.2698,0.30818,0.40288,0.21848,0.31483,0.28573,0.34582,0.23918,0.34235,0.32329,0.30813,0.38359,0.47975,0.22051,0.33844,0.32097,0.34011,0.25031,0.31474,0.26193,0.33044,0.23072,0.35882,0.23047
ATP6AP2,0.31307,0.4255,0.21181,0.4734,0.26045,0.22568,0.3911,0.20802,0.37147,0.30292,0.20845,0.32906,0.37438,0.4829,0.27096,0.52931,0.35287,0.19867,0.44018,0.34691,0.26543,0.23967,0.23484,0.090925,0.5258,0.38203,0.23561,0.16277,0.35103,0.28161,0.11464,0.29022,0.24452,0.53605,0.30696,0.17738,0.33131,0.30302,0.11396,0.30922
