risk gene,clearance gene,~,correlation,bgs correlation,cobre correlation,hcpep correlation,stages correlation,bgs t
risk_score27,ubq_score29,0,0.417040557640272,0.434377317817923,0.399703797462621,0.318797655133925,-0.227635217225601,1177
risk_score17,ubq_score12,0,0.416779199446639,0.426188094417424,0.407370304475854,0.230799395586162,-8.71497768857582E-05,831
risk_score37,ubq_score29,0,0.416474281554067,0.452062555587084,0.380886007521051,0.383533008444804,-0.199137240183958,1374
risk_score17,lyso_score10,0,0.416082244263618,0.388029798147017,0.444134690380219,0.318187766206366,-0.245588071264067,10268
risk_score37,lyso_score12,0,0.415603087575291,0.332186264107449,0.499019911043133,0.173382709405988,-0.295350593865835,501
risk_score22,lyso_score29,0,0.415472408478474,0.334538487850145,0.496406329106804,0.244478332961408,-0.15059481445859,1119
risk_score30,ubq_score12,0,0.414731893596514,0.41712767703815,0.412336110154879,0.226878681051856,-0.091507265730046,816
risk_score19,lyso_score35,0,0.414601214499698,0.295160520009451,0.534041908989945,0.35748203853908,0.049849672378654,17809
risk_score23,ubq_score16,0,0.414470535402882,0.466785733828406,0.362155336977358,0.379960801869103,-0.165758875636712,935
risk_score11,lyso_score37,0,0.414209177209249,0.485603523769976,0.342814830648521,0.11709867409128,-0.083489486256556,1488
risk_score7,lyso_score10,0,0.414034938413493,0.372086948335409,0.455982928491578,0.294314971041924,-0.199224389960843,4110
risk_score18,lyso_score12,0,0.414034938413493,0.328265891202955,0.499803985624032,0.051404923894238,-0.214737050246508,584
risk_score23,lyso_score12,0,0.413642901123044,0.332273383505326,0.495012418740762,0.158309740196322,-0.223713477265741,1245
risk_score14,lyso_score29,0,0.413599341424105,0.346735203553015,0.480463479295195,0.245001094899316,-0.182055883914349,2519
risk_score12,ubq_score12,0,0.413381542929411,0.424707064653504,0.402056021205318,0.268089747156897,-0.010719422556948,586
risk_score1,ubq_score29,0,0.413294423531533,0.486126240157242,0.340462606905825,0.307732527448216,-0.21778729243751,564
risk_score28,lyso_score37,0,0.413282001218044,0.469137957571102,0.357426044864987,0.155260295558528,-0.238790388666978,1843
risk_score24,lyso_score29,0,0.412597468348512,0.338023263765251,0.487171672931774,0.233151824306746,-0.120266692102346,1028
risk_score11,lyso_score38,0,0.41229255045594,0.385764693802199,0.438820407109682,0.481115236854204,-0.147980321152017,1134
risk_score29,ubq_score14,0,0.412074751961246,0.345864009574239,0.478285494348254,0.111348292774298,-0.183014531460092,734
risk_score29,lyso_score37,0,0.411813393767614,0.484993687984833,0.338633099550394,0.106120673395223,-0.093860309705962,1681
risk_score35,ubq_score14,0,0.411769834068675,0.34542841258485,0.478111255552499,0.096623831523237,-0.143797131861501,501
risk_score33,lyso_score29,0,0.411726274369736,0.33915581593766,0.484296732801812,0.219385759941848,-0.12532137916172,1209
risk_score39,ubq_score16,0,0.411552035573981,0.426449452611057,0.396654618536904,0.303550431944956,-0.081310741834412,604
risk_score27,lyso_score29,0,0.411072878885654,0.366162829279729,0.455982928491578,0.327945989047306,-0.133513458188982,1440
risk_score32,lyso_score38,0,0.410550162498388,0.38794267874914,0.433157646247636,0.439207154831953,-0.030153822802472,780
risk_score39,lyso_score38,0,0.410114565508999,0.389162350319427,0.431066780698572,0.415072978698557,-0.064490834895461,832
risk_score8,lyso_score29,0,0.410114565508999,0.349348785489344,0.470880345528655,0.299803971389952,-0.233212802946289,2705
risk_score38,lyso_score12,0,0.409330490928101,0.312410160789224,0.506250821066977,0.163014597637489,-0.24367077617258,804
risk_score28,lyso_score30,0,0.409243371530223,0.360848546009193,0.457638197051253,0.466739283561748,-0.164451628983426,856
risk_score8,lyso_score12,0,0.408807774540835,0.339852771120681,0.477762777960988,0.120496626687679,-0.242712128626837,820
risk_score22,lyso_score12,0,0.408459296949324,0.311538966810448,0.505379627088201,0.120932261635935,-0.210728160509763,1683
risk_score39,lyso_score12,0,0.408154379056753,0.317550205264005,0.4987585528495,0.10734045125034,-0.182143033691235,1387
risk_score5,lyso_score40,0,0.408110819357814,0.346473845359382,0.469747793356245,0.282552827439005,-0.015338360731893,2473
risk_score14,lyso_score37,0,0.407675222368425,0.455373092706434,0.359977352030417,0.096362450554283,-0.1988757908533,1288
risk_score36,lyso_score38,0,0.407631662669487,0.454937495717046,0.360325829621927,0.493748650353636,-0.097346300781392,4463
risk_score29,ubq_score12,0,0.407631662669487,0.453630704748882,0.361632620590092,0.144020913893517,-0.021090246006354,903
risk_score10,ubq_score14,0,0.407196065680098,0.342292114261255,0.472100017098942,0.150729692096663,-0.217351543553081,558
risk_score40,lyso_score29,0,0.407021826884343,0.311277608616815,0.502766045151872,0.319059036102879,-0.154516554418449,2410
risk_score8,lyso_score37,0,0.406891147787527,0.494228344159863,0.319553951415191,0.147331739500264,-0.357226935454723,1728
risk_score2,lyso_score16,0,0.406629789593894,0.411552035573981,0.401707543613807,0.225484649217436,0.232689904284975,558
risk_score5,lyso_score17,0,0.406586229894955,0.347432158736036,0.465740301053874,0.380047928858754,0.069022623293521,501
risk_score27,lyso_score37,0,0.406376872592006,0.425142661642893,0.387611083541118,0.141929866141887,-0.130027467113551,1297
risk_score40,lyso_score3,0,0.40601995380875,0.41895718439358,0.39308272322392,0.360008721238966,-0.129504568452237,4573
risk_score14,ubq_score40,0,0.405758595615117,0.426536572008935,0.3849806192213,0.147941628427823,-0.077650451205211,1805
risk_score25,ubq_score14,0,0.40567147621724,0.341072442690968,0.470270509743511,0.109954260939878,-0.167763320505085,663
risk_score11,lyso_score29,0,0.405148759829974,0.324345518298461,0.485952001361487,0.311914622951476,-0.102226688286994,1989
risk_score11,lyso_score3,0,0.405105200131035,0.423226034889585,0.386984365372485,0.415508613646813,-0.137783797256384,3322
risk_score11,ubq_score14,0,0.404800282238463,0.336803592194964,0.472796972281963,0.138706167524791,-0.18223018346812,524
risk_score13,lyso_score12,0,0.404451804646953,0.312671518982857,0.496232090311049,0.148377263376079,-0.263976674186962,1518
risk_score40,lyso_score12,0,0.40419044645332,0.318508518640659,0.489872374265981,0.165367026358073,-0.229203913209544,970
risk_score26,lyso_score12,0,0.404059767356503,0.305701967152646,0.502417567560361,0.158135486217019,-0.244019375280123,1544
risk_score2,ubq_score29,0,0.403972647958626,0.444483167971729,0.363462127945522,0.330908306695449,-0.196871345984928,1091
risk_score18,lyso_score37,0,0.40379840916287,0.451888316791329,0.355708501534412,0.153343501786201,-0.174038104440859,1440
risk_score16,lyso_score12,0,0.403624170367115,0.316156294897963,0.491092045836268,0.185319106988209,-0.252560053414927,1835
risk_score28,ubq_score24,0,0.403624170367115,0.398484125892334,0.408764214841896,0.338923989743364,-0.21037956140222,1251
risk_score21,lyso_score16,0,0.403537050969238,0.390643380083346,0.416430721855129,0.196994123601477,0.190509412272268,642
risk_score28,ubq_score32,0,0.403493491270299,0.405018080733157,0.40196890180744,0.472054029930474,0.027277880165242,1088
risk_score23,ubq_score29,0,0.403275692775605,0.442043824831155,0.364507560720054,0.331169687664402,-0.181794434583692,1171
risk_score36,lyso_score37,0,0.403188573377727,0.453717824146759,0.352659322608695,0.057939448118082,-0.052987064346541,1874
risk_score37,ubq_score16,0,0.40305789428091,0.428714556955876,0.377401231605945,0.289522986611105,-0.184670377220922,564
risk_score16,ubq_score29,0,0.402970774883033,0.473145449873473,0.332796099892592,0.322892623647534,-0.159658391254709,865
risk_score18,ubq_score14,0,0.402622297291522,0.339242935335538,0.466001659247507,0.076323242934495,-0.098566397657793,662
risk_score29,lyso_score30,0,0.402317379398951,0.342814830648521,0.46181992814938,0.424047058632635,-0.022310342882754,896
risk_score2,ubq_score12,0,0.401315506323358,0.434377317817923,0.368253694828792,0.176345027054131,-0.043749187996651,785
risk_score37,ubq_score12,0,0.400792789936092,0.421135169340521,0.380450410531662,0.20901764817335,-0.042964840004679,1067
